shapeID,city,shapeGroup,date,avg_rad,cf_cvg,n_pixels,area_km2
GBR-ADM2-032,Manchester,GBR,2024-10-01,19.8188,9,83,19.45
GBR-ADM2-032,Manchester,GBR,2024-11-01,23.2086,22,83,19.45
GBR-ADM2-032,Manchester,GBR,2024-12-01,18.8496,16,83,19.45
KEN-ADM2-001,Nairobi,KEN,2019-01-01,10.8684,20,39,9.21
KEN-ADM2-001,Nairobi,KEN,2019-02-01,12.1465,15,39,9.21
KEN-ADM2-001,Nairobi,KEN,2019-03-01,11.6047,11,39,9.21
KEN-ADM2-001,Nairobi,KEN,2019-04-01,9.704,11,39,9.21
KEN-ADM2-001,Nairobi,KEN,2019-05-01,11.9703,15,39,9.21
KEN-ADM2-001,Nairobi,KEN,2019-06-01,10.457,5,39,9.21
KEN-ADM2-001,Nairobi,KEN,2019-07-01,11.9875,10,39,9.21
KEN-ADM2-001,Nairobi,KEN,2019-08-01,11.3987,8,39,9.21
KEN-ADM2-001,Nairobi,KEN,2019-09-01,11.7504,6,39,9.21
KEN-ADM2-001,Nairobi,KEN,2019-10-01,11.2112,11,39,9.21
KEN-ADM2-001,Nairobi,KEN,2019-11-01,10.9314,7,39,9.21
KEN-ADM2-001,Nairobi,KEN,2019-12-01,12.4117,14,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-01-01,9.9783,12,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-02-01,11.7719,8,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-03-01,11.7324,19,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-04-01,9.978,14,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-05-01,9.8809,14,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-06-01,9.671,4,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-07-01,9.4473,7,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-08-01,10.0403,6,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-09-01,11.5322,4,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-10-01,10.8903,17,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-11-01,11.207,10,39,9.21
KEN-ADM2-001,Nairobi,KEN,2020-12-01,11.8554,15,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-01-01,11.9325,8,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-02-01,13.3658,13,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-03-01,13.0431,16,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-04-01,13.4069,16,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-05-01,12.5945,15,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-06-01,11.7142,4,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-07-01,12.9304,2,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-08-01,12.6677,4,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-09-01,11.8522,8,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-10-01,12.1296,20,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-11-01,13.1702,15,39,9.21
KEN-ADM2-001,Nairobi,KEN,2021-12-01,14.9329,13,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-01-01,15.6718,9,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-02-01,14.6846,12,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-03-01,14.2767,12,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-04-01,14.6203,24,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-05-01,14.1287,8,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-06-01,13.0598,2,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-07-01,13.2524,5,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-08-01,13.3487,10,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-09-01,13.9831,3,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-10-01,13.4723,14,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-11-01,11.5623,17,39,9.21
KEN-ADM2-001,Nairobi,KEN,2022-12-01,12.9191,11,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-01-01,14.8061,12,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-02-01,13.9025,12,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-03-01,14.8447,21,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-04-01,13.5809,24,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-05-01,13.8659,13,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-06-01,14.288,8,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-07-01,13.5326,6,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-08-01,14.2365,3,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-09-01,14.0663,9,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-10-01,14.2364,7,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-11-01,16.2381,13,39,9.21
KEN-ADM2-001,Nairobi,KEN,2023-12-01,13.2495,14,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-01-01,15.3799,19,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-02-01,14.7622,15,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-03-01,15.3829,18,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-04-01,13.8164,12,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-05-01,15.6742,17,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-06-01,15.8764,1,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-07-01,15.8231,10,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-08-01,14.0454,11,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-09-01,16.3389,6,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-10-01,15.4012,12,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-11-01,15.5977,16,39,9.21
KEN-ADM2-001,Nairobi,KEN,2024-12-01,14.7705,9,39,9.21
KEN-ADM2-002,Nairobi,KEN,2019-01-01,6.8389,15,61,14.39
KEN-ADM2-002,Nairobi,KEN,2019-02-01,8.2649,12,61,14.39
KEN-ADM2-002,Nairobi,KEN,2019-03-01,7.4815,16,61,14.39
KEN-ADM2-002,Nairobi,KEN,2019-04-01,8.6073,13,61,14.39
KEN-ADM2-002,Nairobi,KEN,2019-05-01,7.7197,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2019-06-01,7.1358,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2019-07-01,7.4577,4,61,14.39
KEN-ADM2-002,Nairobi,KEN,2019-08-01,7.3143,6,61,14.39
KEN-ADM2-002,Nairobi,KEN,2019-09-01,7.6642,5,61,14.39
KEN-ADM2-002,Nairobi,KEN,2019-10-01,7.761,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2019-11-01,7.2791,12,61,14.39
KEN-ADM2-002,Nairobi,KEN,2019-12-01,7.6762,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-01-01,8.1783,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-02-01,7.9469,11,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-03-01,8.3034,11,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-04-01,6.803,17,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-05-01,6.7014,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-06-01,,0,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-07-01,6.5169,5,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-08-01,6.2561,3,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-09-01,7.7672,11,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-10-01,7.4432,9,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-11-01,7.5899,20,61,14.39
KEN-ADM2-002,Nairobi,KEN,2020-12-01,8.5415,11,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-01-01,8.2293,12,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-02-01,9.1683,15,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-03-01,9.2587,17,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-04-01,9.0838,11,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-05-01,8.3175,10,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-06-01,9.055,3,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-07-01,8.1612,11,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-08-01,8.6854,2,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-09-01,8.0737,16,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-10-01,7.8564,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-11-01,7.6883,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2021-12-01,8.4136,12,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-01-01,7.6924,15,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-02-01,8.9047,10,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-03-01,9.385,19,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-04-01,10.4849,15,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-05-01,8.7121,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-06-01,9.1517,8,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-07-01,9.0035,11,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-08-01,9.5033,4,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-09-01,7.7884,4,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-10-01,8.4269,7,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-11-01,8.8536,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2022-12-01,9.408,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-01-01,9.1157,16,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-02-01,9.4536,19,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-03-01,9.0636,13,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-04-01,9.8678,24,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-05-01,10.0831,18,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-06-01,8.9458,2,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-07-01,9.0797,4,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-08-01,,0,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-09-01,8.8535,6,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-10-01,8.8671,9,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-11-01,8.7513,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2023-12-01,8.6884,10,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-01-01,9.6745,15,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-02-01,10.7578,14,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-03-01,10.2843,11,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-04-01,9.8677,17,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-05-01,10.7146,16,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-06-01,9.3051,5,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-07-01,10.0304,9,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-08-01,8.3466,13,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-09-01,10.3078,3,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-10-01,10.1806,6,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-11-01,10.2082,13,61,14.39
KEN-ADM2-002,Nairobi,KEN,2024-12-01,9.7526,13,61,14.39
KEN-ADM2-003,Nairobi,KEN,2019-01-01,4.9237,17,33,7.77
KEN-ADM2-003,Nairobi,KEN,2019-02-01,4.6979,13,33,7.77
KEN-ADM2-003,Nairobi,KEN,2019-03-01,4.64,19,33,7.77
KEN-ADM2-003,Nairobi,KEN,2019-04-01,5.1267,25,33,7.77
KEN-ADM2-003,Nairobi,KEN,2019-05-01,5.5179,7,33,7.77
KEN-ADM2-003,Nairobi,KEN,2019-06-01,4.8258,2,33,7.77
KEN-ADM2-003,Nairobi,KEN,2019-07-01,4.8994,6,33,7.77
KEN-ADM2-003,Nairobi,KEN,2019-08-01,4.9558,3,33,7.77
KEN-ADM2-003,Nairobi,KEN,2019-09-01,,0,33,7.77
KEN-ADM2-003,Nairobi,KEN,2019-10-01,4.8391,12,33,7.77
KEN-ADM2-003,Nairobi,KEN,2019-11-01,4.4383,12,33,7.77
KEN-ADM2-003,Nairobi,KEN,2019-12-01,4.9445,9,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-01-01,4.861,15,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-02-01,5.2774,11,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-03-01,4.8376,14,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-04-01,4.1805,13,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-05-01,4.1597,13,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-06-01,3.845,12,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-07-01,4.3482,6,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-08-01,3.702,5,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-09-01,4.2158,12,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-10-01,4.6199,18,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-11-01,4.5844,17,33,7.77
KEN-ADM2-003,Nairobi,KEN,2020-12-01,5.3006,13,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-01-01,4.9504,13,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-02-01,5.7993,16,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-03-01,5.2296,14,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-04-01,4.9371,6,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-05-01,5.46,5,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-06-01,5.8952,4,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-07-01,5.6237,7,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-08-01,5.0222,5,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-09-01,5.5336,8,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-10-01,5.4865,18,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-11-01,5.4777,12,33,7.77
KEN-ADM2-003,Nairobi,KEN,2021-12-01,5.2693,9,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-01-01,6.0041,10,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-02-01,5.9794,13,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-03-01,5.8315,14,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-04-01,5.9949,19,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-05-01,6.1712,15,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-06-01,6.2597,1,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-07-01,5.6455,1,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-08-01,5.2599,11,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-09-01,5.276,5,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-10-01,5.0298,13,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-11-01,5.8022,7,33,7.77
KEN-ADM2-003,Nairobi,KEN,2022-12-01,6.0179,20,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-01-01,5.3266,16,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-02-01,6.3462,15,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-03-01,6.3475,12,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-04-01,5.4718,16,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-05-01,6.0571,12,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-06-01,6.3219,1,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-07-01,6.2959,2,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-08-01,6.1605,9,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-09-01,,0,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-10-01,6.3105,11,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-11-01,6.3093,13,33,7.77
KEN-ADM2-003,Nairobi,KEN,2023-12-01,5.6104,13,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-01-01,6.9146,13,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-02-01,6.0743,14,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-03-01,6.3915,19,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-04-01,6.3309,20,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-05-01,6.7784,19,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-06-01,6.1376,7,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-07-01,6.2673,2,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-08-01,6.586,6,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-09-01,6.8086,8,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-10-01,6.4606,15,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-11-01,5.8048,11,33,7.77
KEN-ADM2-003,Nairobi,KEN,2024-12-01,5.5137,22,33,7.77
KEN-ADM2-004,Nairobi,KEN,2019-01-01,9.4397,19,81,18.96
KEN-ADM2-004,Nairobi,KEN,2019-02-01,9.281,10,81,18.96
KEN-ADM2-004,Nairobi,KEN,2019-03-01,9.6478,12,81,18.96
KEN-ADM2-004,Nairobi,KEN,2019-04-01,9.5699,14,81,18.96
KEN-ADM2-004,Nairobi,KEN,2019-05-01,9.1143,12,81,18.96
KEN-ADM2-004,Nairobi,KEN,2019-06-01,9.8151,3,81,18.96
KEN-ADM2-004,Nairobi,KEN,2019-07-01,9.0864,3,81,18.96
KEN-ADM2-004,Nairobi,KEN,2019-08-01,9.605,2,81,18.96
KEN-ADM2-004,Nairobi,KEN,2019-09-01,8.8148,6,81,18.96
KEN-ADM2-004,Nairobi,KEN,2019-10-01,9.3222,22,81,18.96
KEN-ADM2-004,Nairobi,KEN,2019-11-01,9.833,17,81,18.96
KEN-ADM2-004,Nairobi,KEN,2019-12-01,8.9887,17,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-01-01,10.025,10,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-02-01,9.2507,11,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-03-01,10.1007,14,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-04-01,8.2697,20,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-05-01,7.9128,10,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-06-01,7.6456,4,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-07-01,,0,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-08-01,8.0514,11,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-09-01,8.7663,6,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-10-01,9.1488,11,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-11-01,9.4816,14,81,18.96
KEN-ADM2-004,Nairobi,KEN,2020-12-01,8.7718,17,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-01-01,8.7448,15,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-02-01,9.8832,17,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-03-01,9.5464,15,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-04-01,10.5927,10,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-05-01,10.7653,9,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-06-01,10.3945,1,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-07-01,9.4348,2,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-08-01,10.1206,5,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-09-01,10.2609,6,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-10-01,9.3691,12,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-11-01,9.9616,10,81,18.96
KEN-ADM2-004,Nairobi,KEN,2021-12-01,9.2764,16,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-01-01,10.4441,22,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-02-01,10.0833,17,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-03-01,9.8812,14,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-04-01,11.4626,14,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-05-01,9.687,18,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-06-01,9.5505,1,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-07-01,10.0214,2,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-08-01,11.4482,13,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-09-01,10.0789,8,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-10-01,9.0908,16,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-11-01,8.8882,15,81,18.96
KEN-ADM2-004,Nairobi,KEN,2022-12-01,9.8703,12,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-01-01,10.8913,12,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-02-01,11.1305,18,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-03-01,11.155,17,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-04-01,9.3364,16,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-05-01,10.6764,11,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-06-01,9.9209,3,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-07-01,10.9702,6,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-08-01,9.7257,3,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-09-01,10.5716,11,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-10-01,10.5397,19,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-11-01,10.275,24,81,18.96
KEN-ADM2-004,Nairobi,KEN,2023-12-01,11.4669,15,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-01-01,10.9165,16,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-02-01,10.8482,14,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-03-01,9.9979,11,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-04-01,11.5731,15,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-05-01,10.763,14,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-06-01,9.9077,3,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-07-01,10.7819,9,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-08-01,11.0757,2,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-09-01,11.151,10,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-10-01,10.6848,12,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-11-01,9.9043,16,81,18.96
KEN-ADM2-004,Nairobi,KEN,2024-12-01,11.0568,19,81,18.96
KEN-ADM2-005,Nairobi,KEN,2019-01-01,5.9271,11,185,43.13
KEN-ADM2-005,Nairobi,KEN,2019-02-01,5.2431,11,185,43.13
KEN-ADM2-005,Nairobi,KEN,2019-03-01,5.6153,17,185,43.13
KEN-ADM2-005,Nairobi,KEN,2019-04-01,5.2688,17,185,43.13
KEN-ADM2-005,Nairobi,KEN,2019-05-01,5.1392,18,185,43.13
KEN-ADM2-005,Nairobi,KEN,2019-06-01,5.5111,11,185,43.13
KEN-ADM2-005,Nairobi,KEN,2019-07-01,4.8474,7,185,43.13
KEN-ADM2-005,Nairobi,KEN,2019-08-01,,0,185,43.13
KEN-ADM2-005,Nairobi,KEN,2019-09-01,5.0123,3,185,43.13
KEN-ADM2-005,Nairobi,KEN,2019-10-01,5.1335,8,185,43.13
KEN-ADM2-005,Nairobi,KEN,2019-11-01,5.5078,11,185,43.13
KEN-ADM2-005,Nairobi,KEN,2019-12-01,5.5216,10,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-01-01,5.2996,16,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-02-01,5.6858,13,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-03-01,5.5663,14,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-04-01,4.2821,6,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-05-01,4.8417,9,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-06-01,4.8922,9,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-07-01,4.5956,7,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-08-01,4.2398,9,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-09-01,5.3906,5,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-10-01,5.4366,14,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-11-01,5.3328,15,185,43.13
KEN-ADM2-005,Nairobi,KEN,2020-12-01,5.2452,7,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-01-01,5.8713,10,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-02-01,6.2364,14,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-03-01,5.0292,16,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-04-01,5.9768,18,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-05-01,6.4052,10,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-06-01,6.0784,5,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-07-01,6.0262,7,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-08-01,6.5673,11,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-09-01,5.4482,4,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-10-01,6.0671,15,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-11-01,5.3137,19,185,43.13
KEN-ADM2-005,Nairobi,KEN,2021-12-01,5.3572,15,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-01-01,5.737,14,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-02-01,5.9809,17,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-03-01,5.9364,15,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-04-01,7.2222,14,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-05-01,6.1291,9,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-06-01,6.2498,10,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-07-01,5.9903,3,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-08-01,5.851,9,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-09-01,5.7979,9,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-10-01,6.3524,18,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-11-01,5.8185,11,185,43.13
KEN-ADM2-005,Nairobi,KEN,2022-12-01,5.5102,11,185,43.13
KEN-ADM2-005,Nairobi,KEN,2023-01-01,6.0485,13,185,43.13
KEN-ADM2-005,Nairobi,KEN,2023-02-01,5.9567,17,185,43.13
