shapeID,date,t,cohort,first_treat_t,rel_time,treat_now,log_avg_rad
UNIT-09,2025-11-01,47,2023-01,13,34,1,2.5606
UNIT-09,2025-12-01,48,2023-01,13,35,1,2.5703
UNIT-10,2022-01-01,1,2024-01,25,-24,0,2.5272
UNIT-10,2022-02-01,2,2024-01,25,-23,0,2.5088
UNIT-10,2022-03-01,3,2024-01,25,-22,0,2.5668
UNIT-10,2022-04-01,4,2024-01,25,-21,0,2.4988
UNIT-10,2022-05-01,5,2024-01,25,-20,0,2.503
UNIT-10,2022-06-01,6,2024-01,25,-19,0,2.4577
UNIT-10,2022-07-01,7,2024-01,25,-18,0,2.6004
UNIT-10,2022-08-01,8,2024-01,25,-17,0,2.5641
UNIT-10,2022-09-01,9,2024-01,25,-16,0,2.4594
UNIT-10,2022-10-01,10,2024-01,25,-15,0,2.478
UNIT-10,2022-11-01,11,2024-01,25,-14,0,2.5083
UNIT-10,2022-12-01,12,2024-01,25,-13,0,2.4989
UNIT-10,2023-01-01,13,2024-01,25,-12,0,2.52
UNIT-10,2023-02-01,14,2024-01,25,-11,0,2.5661
UNIT-10,2023-03-01,15,2024-01,25,-10,0,2.5317
UNIT-10,2023-04-01,16,2024-01,25,-9,0,2.518
UNIT-10,2023-05-01,17,2024-01,25,-8,0,2.5608
UNIT-10,2023-06-01,18,2024-01,25,-7,0,2.5557
UNIT-10,2023-07-01,19,2024-01,25,-6,0,2.5796
UNIT-10,2023-08-01,20,2024-01,25,-5,0,2.5728
UNIT-10,2023-09-01,21,2024-01,25,-4,0,2.5697
UNIT-10,2023-10-01,22,2024-01,25,-3,0,2.5184
UNIT-10,2023-11-01,23,2024-01,25,-2,0,2.578
UNIT-10,2023-12-01,24,2024-01,25,-1,0,2.5971
UNIT-10,2024-01-01,25,2024-01,25,0,1,2.6183
UNIT-10,2024-02-01,26,2024-01,25,1,1,2.5512
UNIT-10,2024-03-01,27,2024-01,25,2,1,2.6023
UNIT-10,2024-04-01,28,2024-01,25,3,1,2.6214
UNIT-10,2024-05-01,29,2024-01,25,4,1,2.6839
UNIT-10,2024-06-01,30,2024-01,25,5,1,2.6009
UNIT-10,2024-07-01,31,2024-01,25,6,1,2.729
UNIT-10,2024-08-01,32,2024-01,25,7,1,2.6186
UNIT-10,2024-09-01,33,2024-01,25,8,1,2.6585
UNIT-10,2024-10-01,34,2024-01,25,9,1,2.623
UNIT-10,2024-11-01,35,2024-01,25,10,1,2.6872
UNIT-10,2024-12-01,36,2024-01,25,11,1,2.6581
UNIT-10,2025-01-01,37,2024-01,25,12,1,2.6827
UNIT-10,2025-02-01,38,2024-01,25,13,1,2.6309
UNIT-10,2025-03-01,39,2024-01,25,14,1,2.7365
UNIT-10,2025-04-01,40,2024-01,25,15,1,2.7006
UNIT-10,2025-05-01,41,2024-01,25,16,1,2.7205
UNIT-10,2025-06-01,42,2024-01,25,17,1,2.646
UNIT-10,2025-07-01,43,2024-01,25,18,1,2.6474
UNIT-10,2025-08-01,44,2024-01,25,19,1,2.6949
UNIT-10,2025-09-01,45,2024-01,25,20,1,2.7387
UNIT-10,2025-10-01,46,2024-01,25,21,1,2.7362
UNIT-10,2025-11-01,47,2024-01,25,22,1,2.6683
UNIT-10,2025-12-01,48,2024-01,25,23,1,2.7498
UNIT-11,2022-01-01,1,2023-01,13,-12,0,2.1073
UNIT-11,2022-02-01,2,2023-01,13,-11,0,2.2152
UNIT-11,2022-03-01,3,2023-01,13,-10,0,2.2164
UNIT-11,2022-04-01,4,2023-01,13,-9,0,2.2646
UNIT-11,2022-05-01,5,2023-01,13,-8,0,2.1937
UNIT-11,2022-06-01,6,2023-01,13,-7,0,2.2614
UNIT-11,2022-07-01,7,2023-01,13,-6,0,2.1843
UNIT-11,2022-08-01,8,2023-01,13,-5,0,2.2494
UNIT-11,2022-09-01,9,2023-01,13,-4,0,2.2987
UNIT-11,2022-10-01,10,2023-01,13,-3,0,2.1994
UNIT-11,2022-11-01,11,2023-01,13,-2,0,2.2996
UNIT-11,2022-12-01,12,2023-01,13,-1,0,2.2362
UNIT-11,2023-01-01,13,2023-01,13,0,1,2.2584
UNIT-11,2023-02-01,14,2023-01,13,1,1,2.247
UNIT-11,2023-03-01,15,2023-01,13,2,1,2.2724
UNIT-11,2023-04-01,16,2023-01,13,3,1,2.2705
UNIT-11,2023-05-01,17,2023-01,13,4,1,2.2774
UNIT-11,2023-06-01,18,2023-01,13,5,1,2.3348
UNIT-11,2023-07-01,19,2023-01,13,6,1,2.3141
UNIT-11,2023-08-01,20,2023-01,13,7,1,2.2198
UNIT-11,2023-09-01,21,2023-01,13,8,1,2.3312
UNIT-11,2023-10-01,22,2023-01,13,9,1,2.3904
UNIT-11,2023-11-01,23,2023-01,13,10,1,2.359
UNIT-11,2023-12-01,24,2023-01,13,11,1,2.3127
UNIT-11,2024-01-01,25,2023-01,13,12,1,2.3575
UNIT-11,2024-02-01,26,2023-01,13,13,1,2.34
UNIT-11,2024-03-01,27,2023-01,13,14,1,2.3567
UNIT-11,2024-04-01,28,2023-01,13,15,1,2.3439
UNIT-11,2024-05-01,29,2023-01,13,16,1,2.3203
UNIT-11,2024-06-01,30,2023-01,13,17,1,2.3404
UNIT-11,2024-07-01,31,2023-01,13,18,1,2.3616
UNIT-11,2024-08-01,32,2023-01,13,19,1,2.3639
UNIT-11,2024-09-01,33,2023-01,13,20,1,2.3592
UNIT-11,2024-10-01,34,2023-01,13,21,1,2.3507
UNIT-11,2024-11-01,35,2023-01,13,22,1,2.3506
UNIT-11,2024-12-01,36,2023-01,13,23,1,2.3825
UNIT-11,2025-01-01,37,2023-01,13,24,1,2.3529
UNIT-11,2025-02-01,38,2023-01,13,25,1,2.4644
UNIT-11,2025-03-01,39,2023-01,13,26,1,2.3558
UNIT-11,2025-04-01,40,2023-01,13,27,1,2.3794
UNIT-11,2025-05-01,41,2023-01,13,28,1,2.4005
UNIT-11,2025-06-01,42,2023-01,13,29,1,2.3866
UNIT-11,2025-07-01,43,2023-01,13,30,1,2.3399
UNIT-11,2025-08-01,44,2023-01,13,31,1,2.4605
UNIT-11,2025-09-01,45,2023-01,13,32,1,2.3734
UNIT-11,2025-10-01,46,2023-01,13,33,1,2.3793
UNIT-11,2025-11-01,47,2023-01,13,34,1,2.3662
UNIT-11,2025-12-01,48,2023-01,13,35,1,2.4198
UNIT-12,2022-01-01,1,2023-01,13,-12,0,1.7749
UNIT-12,2022-02-01,2,2023-01,13,-11,0,1.8256
UNIT-12,2022-03-01,3,2023-01,13,-10,0,1.8425
UNIT-12,2022-04-01,4,2023-01,13,-9,0,1.8133
UNIT-12,2022-05-01,5,2023-01,13,-8,0,1.8273
UNIT-12,2022-06-01,6,2023-01,13,-7,0,1.8223
UNIT-12,2022-07-01,7,2023-01,13,-6,0,1.8127
UNIT-12,2022-08-01,8,2023-01,13,-5,0,1.831
UNIT-12,2022-09-01,9,2023-01,13,-4,0,1.825
UNIT-12,2022-10-01,10,2023-01,13,-3,0,1.8084
UNIT-12,2022-11-01,11,2023-01,13,-2,0,1.9165
UNIT-12,2022-12-01,12,2023-01,13,-1,0,1.9008
UNIT-12,2023-01-01,13,2023-01,13,0,1,1.8204
UNIT-12,2023-02-01,14,2023-01,13,1,1,1.8765
UNIT-12,2023-03-01,15,2023-01,13,2,1,1.9605
UNIT-12,2023-04-01,16,2023-01,13,3,1,1.8969
UNIT-12,2023-05-01,17,2023-01,13,4,1,1.9189
UNIT-12,2023-06-01,18,2023-01,13,5,1,2.0105
UNIT-12,2023-07-01,19,2023-01,13,6,1,1.8614
UNIT-12,2023-08-01,20,2023-01,13,7,1,1.9888
UNIT-12,2023-09-01,21,2023-01,13,8,1,1.9939
UNIT-12,2023-10-01,22,2023-01,13,9,1,1.9949
UNIT-12,2023-11-01,23,2023-01,13,10,1,1.9118
UNIT-12,2023-12-01,24,2023-01,13,11,1,1.8877
UNIT-12,2024-01-01,25,2023-01,13,12,1,2.0339
UNIT-12,2024-02-01,26,2023-01,13,13,1,2.0009
UNIT-12,2024-03-01,27,2023-01,13,14,1,1.9815
UNIT-12,2024-04-01,28,2023-01,13,15,1,1.9631
UNIT-12,2024-05-01,29,2023-01,13,16,1,2.0336
UNIT-12,2024-06-01,30,2023-01,13,17,1,1.9526
UNIT-12,2024-07-01,31,2023-01,13,18,1,2.0107
UNIT-12,2024-08-01,32,2023-01,13,19,1,1.97
UNIT-12,2024-09-01,33,2023-01,13,20,1,1.9833
UNIT-12,2024-10-01,34,2023-01,13,21,1,2.0383
UNIT-12,2024-11-01,35,2023-01,13,22,1,1.8839
UNIT-12,2024-12-01,36,2023-01,13,23,1,1.9701
UNIT-12,2025-01-01,37,2023-01,13,24,1,2.0748
UNIT-12,2025-02-01,38,2023-01,13,25,1,1.9831
UNIT-12,2025-03-01,39,2023-01,13,26,1,2.0017
UNIT-12,2025-04-01,40,2023-01,13,27,1,2.0195
UNIT-12,2025-05-01,41,2023-01,13,28,1,1.9979
UNIT-12,2025-06-01,42,2023-01,13,29,1,1.9495
UNIT-12,2025-07-01,43,2023-01,13,30,1,1.9442
UNIT-12,2025-08-01,44,2023-01,13,31,1,2.0058
UNIT-12,2025-09-01,45,2023-01,13,32,1,1.978
UNIT-12,2025-10-01,46,2023-01,13,33,1,2.0411
UNIT-12,2025-11-01,47,2023-01,13,34,1,2.0838
UNIT-12,2025-12-01,48,2023-01,13,35,1,2.0385
UNIT-13,2022-01-01,1,2023-07,19,-18,0,2.6923
UNIT-13,2022-02-01,2,2023-07,19,-17,0,2.6228
UNIT-13,2022-03-01,3,2023-07,19,-16,0,2.6719
UNIT-13,2022-04-01,4,2023-07,19,-15,0,2.6024
UNIT-13,2022-05-01,5,2023-07,19,-14,0,2.6645
UNIT-13,2022-06-01,6,2023-07,19,-13,0,2.6985
UNIT-13,2022-07-01,7,2023-07,19,-12,0,2.6859
UNIT-13,2022-08-01,8,2023-07,19,-11,0,2.6415
UNIT-13,2022-09-01,9,2023-07,19,-10,0,2.6938
UNIT-13,2022-10-01,10,2023-07,19,-9,0,2.6361
UNIT-13,2022-11-01,11,2023-07,19,-8,0,2.6473
UNIT-13,2022-12-01,12,2023-07,19,-7,0,2.6439
UNIT-13,2023-01-01,13,2023-07,19,-6,0,2.6891
UNIT-13,2023-02-01,14,2023-07,19,-5,0,2.7135
UNIT-13,2023-03-01,15,2023-07,19,-4,0,2.7152
UNIT-13,2023-04-01,16,2023-07,19,-3,0,2.6899
UNIT-13,2023-05-01,17,2023-07,19,-2,0,2.7337
UNIT-13,2023-06-01,18,2023-07,19,-1,0,2.7597
UNIT-13,2023-07-01,19,2023-07,19,0,1,2.6822
UNIT-13,2023-08-01,20,2023-07,19,1,1,2.7415
UNIT-13,2023-09-01,21,2023-07,19,2,1,2.7825
UNIT-13,2023-10-01,22,2023-07,19,3,1,2.7716
UNIT-13,2023-11-01,23,2023-07,19,4,1,2.7881
UNIT-13,2023-12-01,24,2023-07,19,5,1,2.7612
UNIT-13,2024-01-01,25,2023-07,19,6,1,2.8244
UNIT-13,2024-02-01,26,2023-07,19,7,1,2.8061
UNIT-13,2024-03-01,27,2023-07,19,8,1,2.7653
UNIT-13,2024-04-01,28,2023-07,19,9,1,2.8205
UNIT-13,2024-05-01,29,2023-07,19,10,1,2.8758
UNIT-13,2024-06-01,30,2023-07,19,11,1,2.7649
UNIT-13,2024-07-01,31,2023-07,19,12,1,2.8395
UNIT-13,2024-08-01,32,2023-07,19,13,1,2.7943
UNIT-13,2024-09-01,33,2023-07,19,14,1,2.7793
UNIT-13,2024-10-01,34,2023-07,19,15,1,2.8219
UNIT-13,2024-11-01,35,2023-07,19,16,1,2.8216
UNIT-13,2024-12-01,36,2023-07,19,17,1,2.8447
UNIT-13,2025-01-01,37,2023-07,19,18,1,2.815
UNIT-13,2025-02-01,38,2023-07,19,19,1,2.8683
UNIT-13,2025-03-01,39,2023-07,19,20,1,2.8505
UNIT-13,2025-04-01,40,2023-07,19,21,1,2.8161
UNIT-13,2025-05-01,41,2023-07,19,22,1,2.8839
UNIT-13,2025-06-01,42,2023-07,19,23,1,2.8516
UNIT-13,2025-07-01,43,2023-07,19,24,1,2.8818
UNIT-13,2025-08-01,44,2023-07,19,25,1,2.8805
UNIT-13,2025-09-01,45,2023-07,19,26,1,2.8487
UNIT-13,2025-10-01,46,2023-07,19,27,1,2.8174
UNIT-13,2025-11-01,47,2023-07,19,28,1,2.8113
UNIT-13,2025-12-01,48,2023-07,19,29,1,2.8149
UNIT-14,2022-01-01,1,never,0,,0,2.5228
UNIT-14,2022-02-01,2,never,0,,0,2.5178
UNIT-14,2022-03-01,3,never,0,,0,2.4252
UNIT-14,2022-04-01,4,never,0,,0,2.5041
UNIT-14,2022-05-01,5,never,0,,0,2.5288
UNIT-14,2022-06-01,6,never,0,,0,2.5537
UNIT-14,2022-07-01,7,never,0,,0,2.5749
UNIT-14,2022-08-01,8,never,0,,0,2.5717
UNIT-14,2022-09-01,9,never,0,,0,2.5149
UNIT-14,2022-10-01,10,never,0,,0,2.5194
UNIT-14,2022-11-01,11,never,0,,0,2.4879
UNIT-14,2022-12-01,12,never,0,,0,2.5959
UNIT-14,2023-01-01,13,never,0,,0,2.5123
UNIT-14,2023-02-01,14,never,0,,0,2.6187
UNIT-14,2023-03-01,15,never,0,,0,2.5768
UNIT-14,2023-04-01,16,never,0,,0,2.5921
UNIT-14,2023-05-01,17,never,0,,0,2.5905
UNIT-14,2023-06-01,18,never,0,,0,2.5422
UNIT-14,2023-07-01,19,never,0,,0,2.5743
UNIT-14,2023-08-01,20,never,0,,0,2.569
UNIT-14,2023-09-01,21,never,0,,0,2.6156
UNIT-14,2023-10-01,22,never,0,,0,2.5323
UNIT-14,2023-11-01,23,never,0,,0,2.5411
UNIT-14,2023-12-01,24,never,0,,0,2.5949
UNIT-14,2024-01-01,25,never,0,,0,2.6098
UNIT-14,2024-02-01,26,never,0,,0,2.5585
UNIT-14,2024-03-01,27,never,0,,0,2.632
UNIT-14,2024-04-01,28,never,0,,0,2.6122
UNIT-14,2024-05-01,29,never,0,,0,2.6478
UNIT-14,2024-06-01,30,never,0,,0,2.5908
UNIT-14,2024-07-01,31,never,0,,0,2.582
UNIT-14,2024-08-01,32,never,0,,0,2.6027
UNIT-14,2024-09-01,33,never,0,,0,2.5853
UNIT-14,2024-10-01,34,never,0,,0,2.5976
UNIT-14,2024-11-01,35,never,0,,0,2.6733
UNIT-14,2024-12-01,36,never,0,,0,2.6623
UNIT-14,2025-01-01,37,never,0,,0,2.6171
UNIT-14,2025-02-01,38,never,0,,0,2.6267
UNIT-14,2025-03-01,39,never,0,,0,2.6116
UNIT-14,2025-04-01,40,never,0,,0,2.6216
UNIT-14,2025-05-01,41,never,0,,0,2.6608
UNIT-14,2025-06-01,42,never,0,,0,2.6596
UNIT-14,2025-07-01,43,never,0,,0,2.6172
UNIT-14,2025-08-01,44,never,0,,0,2.6885
UNIT-14,2025-09-01,45,never,0,,0,2.6391
UNIT-14,2025-10-01,46,never,0,,0,2.661
UNIT-14,2025-11-01,47,never,0,,0,2.6413
UNIT-14,2025-12-01,48,never,0,,0,2.6726
UNIT-15,2022-01-01,1,never,0,,0,1.6667
UNIT-15,2022-02-01,2,never,0,,0,1.6845
UNIT-15,2022-03-01,3,never,0,,0,1.6374
UNIT-15,2022-04-01,4,never,0,,0,1.7597
UNIT-15,2022-05-01,5,never,0,,0,1.667
UNIT-15,2022-06-01,6,never,0,,0,1.6833
UNIT-15,2022-07-01,7,never,0,,0,1.6599
UNIT-15,2022-08-01,8,never,0,,0,1.6732
UNIT-15,2022-09-01,9,never,0,,0,1.6377
UNIT-15,2022-10-01,10,never,0,,0,1.6922
UNIT-15,2022-11-01,11,never,0,,0,1.6882
UNIT-15,2022-12-01,12,never,0,,0,1.7203
UNIT-15,2023-01-01,13,never,0,,0,1.6768
UNIT-15,2023-02-01,14,never,0,,0,1.6298
UNIT-15,2023-03-01,15,never,0,,0,1.6293
UNIT-15,2023-04-01,16,never,0,,0,1.6967
UNIT-15,2023-05-01,17,never,0,,0,1.6666
UNIT-15,2023-06-01,18,never,0,,0,1.7311
UNIT-15,2023-07-01,19,never,0,,0,1.636
UNIT-15,2023-08-01,20,never,0,,0,1.6411
UNIT-15,2023-09-01,21,never,0,,0,1.7024
UNIT-15,2023-10-01,22,never,0,,0,1.7537
UNIT-15,2023-11-01,23,never,0,,0,1.6948
UNIT-15,2023-12-01,24,never,0,,0,1.7787
UNIT-15,2024-01-01,25,never,0,,0,1.7347
UNIT-15,2024-02-01,26,never,0,,0,1.7271
UNIT-15,2024-03-01,27,never,0,,0,1.7851
UNIT-15,2024-04-01,28,never,0,,0,1.7116
UNIT-15,2024-05-01,29,never,0,,0,1.7682
UNIT-15,2024-06-01,30,never,0,,0,1.7304
UNIT-15,2024-07-01,31,never,0,,0,1.6959
UNIT-15,2024-08-01,32,never,0,,0,1.6998
UNIT-15,2024-09-01,33,never,0,,0,1.7277
UNIT-15,2024-10-01,34,never,0,,0,1.7681
UNIT-15,2024-11-01,35,never,0,,0,1.7948
UNIT-15,2024-12-01,36,never,0,,0,1.7873
UNIT-15,2025-01-01,37,never,0,,0,1.7485
UNIT-15,2025-02-01,38,never,0,,0,1.7632
UNIT-15,2025-03-01,39,never,0,,0,1.7868
UNIT-15,2025-04-01,40,never,0,,0,1.7786
UNIT-15,2025-05-01,41,never,0,,0,1.7922
UNIT-15,2025-06-01,42,never,0,,0,1.7757
UNIT-15,2025-07-01,43,never,0,,0,1.8339
UNIT-15,2025-08-01,44,never,0,,0,1.7973
UNIT-15,2025-09-01,45,never,0,,0,1.7699
UNIT-15,2025-10-01,46,never,0,,0,1.828
UNIT-15,2025-11-01,47,never,0,,0,1.824
UNIT-15,2025-12-01,48,never,0,,0,1.8456
UNIT-16,2022-01-01,1,2024-01,25,-24,0,2.3874
UNIT-16,2022-02-01,2,2024-01,25,-23,0,2.3942
UNIT-16,2022-03-01,3,2024-01,25,-22,0,2.3748
UNIT-16,2022-04-01,4,2024-01,25,-21,0,2.367
UNIT-16,2022-05-01,5,2024-01,25,-20,0,2.3732
UNIT-16,2022-06-01,6,2024-01,25,-19,0,2.4488
UNIT-16,2022-07-01,7,2024-01,25,-18,0,2.4668
UNIT-16,2022-08-01,8,2024-01,25,-17,0,2.4023
UNIT-16,2022-09-01,9,2024-01,25,-16,0,2.4151
UNIT-16,2022-10-01,10,2024-01,25,-15,0,2.4005
UNIT-16,2022-11-01,11,2024-01,25,-14,0,2.4637
UNIT-16,2022-12-01,12,2024-01,25,-13,0,2.3778
UNIT-16,2023-01-01,13,2024-01,25,-12,0,2.428
UNIT-16,2023-02-01,14,2024-01,25,-11,0,2.4472
UNIT-16,2023-03-01,15,2024-01,25,-10,0,2.4659
UNIT-16,2023-04-01,16,2024-01,25,-9,0,2.4509
UNIT-16,2023-05-01,17,2024-01,25,-8,0,2.4474
UNIT-16,2023-06-01,18,2024-01,25,-7,0,2.4649
UNIT-16,2023-07-01,19,2024-01,25,-6,0,2.4973
UNIT-16,2023-08-01,20,2024-01,25,-5,0,2.4458
UNIT-16,2023-09-01,21,2024-01,25,-4,0,2.4829
UNIT-16,2023-10-01,22,2024-01,25,-3,0,2.4345
UNIT-16,2023-11-01,23,2024-01,25,-2,0,2.4414
UNIT-16,2023-12-01,24,2024-01,25,-1,0,2.4929
UNIT-16,2024-01-01,25,2024-01,25,0,1,2.4652
UNIT-16,2024-02-01,26,2024-01,25,1,1,2.4899
UNIT-16,2024-03-01,27,2024-01,25,2,1,2.5887
UNIT-16,2024-04-01,28,2024-01,25,3,1,2.5934
UNIT-16,2024-05-01,29,2024-01,25,4,1,2.5738
UNIT-16,2024-06-01,30,2024-01,25,5,1,2.6221
UNIT-16,2024-07-01,31,2024-01,25,6,1,2.5503
UNIT-16,2024-08-01,32,2024-01,25,7,1,2.637
UNIT-16,2024-09-01,33,2024-01,25,8,1,2.5978
UNIT-16,2024-10-01,34,2024-01,25,9,1,2.5293
UNIT-16,2024-11-01,35,2024-01,25,10,1,2.5798
UNIT-16,2024-12-01,36,2024-01,25,11,1,2.5449
UNIT-16,2025-01-01,37,2024-01,25,12,1,2.6108
UNIT-16,2025-02-01,38,2024-01,25,13,1,2.5225
UNIT-16,2025-03-01,39,2024-01,25,14,1,2.5798
UNIT-16,2025-04-01,40,2024-01,25,15,1,2.5844
UNIT-16,2025-05-01,41,2024-01,25,16,1,2.5831
UNIT-16,2025-06-01,42,2024-01,25,17,1,2.5531
UNIT-16,2025-07-01,43,2024-01,25,18,1,2.6245
UNIT-16,2025-08-01,44,2024-01,25,19,1,2.5585
UNIT-16,2025-09-01,45,2024-01,25,20,1,2.5672
UNIT-16,2025-10-01,46,2024-01,25,21,1,2.5916
UNIT-16,2025-11-01,47,2024-01,25,22,1,2.6665
UNIT-16,2025-12-01,48,2024-01,25,23,1,2.6323
UNIT-17,2022-01-01,1,2023-07,19,-18,0,1.8631
UNIT-17,2022-02-01,2,2023-07,19,-17,0,1.8734
UNIT-17,2022-03-01,3,2023-07,19,-16,0,1.8973
UNIT-17,2022-04-01,4,2023-07,19,-15,0,1.9103
UNIT-17,2022-05-01,5,2023-07,19,-14,0,1.9238
UNIT-17,2022-06-01,6,2023-07,19,-13,0,1.9201
UNIT-17,2022-07-01,7,2023-07,19,-12,0,1.9679
UNIT-17,2022-08-01,8,2023-07,19,-11,0,1.8607
UNIT-17,2022-09-01,9,2023-07,19,-10,0,1.9187
UNIT-17,2022-10-01,10,2023-07,19,-9,0,1.9375
UNIT-17,2022-11-01,11,2023-07,19,-8,0,1.8877
UNIT-17,2022-12-01,12,2023-07,19,-7,0,1.9145
UNIT-17,2023-01-01,13,2023-07,19,-6,0,1.8904
UNIT-17,2023-02-01,14,2023-07,19,-5,0,1.9693
UNIT-17,2023-03-01,15,2023-07,19,-4,0,1.928
UNIT-17,2023-04-01,16,2023-07,19,-3,0,1.9488
UNIT-17,2023-05-01,17,2023-07,19,-2,0,1.9505
UNIT-17,2023-06-01,18,2023-07,19,-1,0,1.9482
UNIT-17,2023-07-01,19,2023-07,19,0,1,1.9327
UNIT-17,2023-08-01,20,2023-07,19,1,1,1.937
UNIT-17,2023-09-01,21,2023-07,19,2,1,1.9952
UNIT-17,2023-10-01,22,2023-07,19,3,1,2.0169
UNIT-17,2023-11-01,23,2023-07,19,4,1,1.9918
UNIT-17,2023-12-01,24,2023-07,19,5,1,2.0196
UNIT-17,2024-01-01,25,2023-07,19,6,1,2.0033
UNIT-17,2024-02-01,26,2023-07,19,7,1,2.0215
UNIT-17,2024-03-01,27,2023-07,19,8,1,2.0314
UNIT-17,2024-04-01,28,2023-07,19,9,1,1.9663
UNIT-17,2024-05-01,29,2023-07,19,10,1,2.0455
UNIT-17,2024-06-01,30,2023-07,19,11,1,2.0057
UNIT-17,2024-07-01,31,2023-07,19,12,1,2.0335
UNIT-17,2024-08-01,32,2023-07,19,13,1,2.0278
UNIT-17,2024-09-01,33,2023-07,19,14,1,2.1024
UNIT-17,2024-10-01,34,2023-07,19,15,1,2.0401
UNIT-17,2024-11-01,35,2023-07,19,16,1,2.0301
UNIT-17,2024-12-01,36,2023-07,19,17,1,2.0756
UNIT-17,2025-01-01,37,2023-07,19,18,1,2.0662
UNIT-17,2025-02-01,38,2023-07,19,19,1,2.0384
UNIT-17,2025-03-01,39,2023-07,19,20,1,2.0801
UNIT-17,2025-04-01,40,2023-07,19,21,1,2.0862
UNIT-17,2025-05-01,41,2023-07,19,22,1,2.1354
UNIT-17,2025-06-01,42,2023-07,19,23,1,2.0401
UNIT-17,2025-07-01,43,2023-07,19,24,1,2.073
UNIT-17,2025-08-01,44,2023-07,19,25,1,2.0525
UNIT-17,2025-09-01,45,2023-07,19,26,1,2.088
UNIT-17,2025-10-01,46,2023-07,19,27,1,2.0551
UNIT-17,2025-11-01,47,2023-07,19,28,1,2.1439
UNIT-17,2025-12-01,48,2023-07,19,29,1,2.1517
UNIT-18,2022-01-01,1,2023-01,13,-12,0,2.1745
UNIT-18,2022-02-01,2,2023-01,13,-11,0,2.202
UNIT-18,2022-03-01,3,2023-01,13,-10,0,2.1943
UNIT-18,2022-04-01,4,2023-01,13,-9,0,2.206
UNIT-18,2022-05-01,5,2023-01,13,-8,0,2.1735
UNIT-18,2022-06-01,6,2023-01,13,-7,0,2.2356
UNIT-18,2022-07-01,7,2023-01,13,-6,0,2.1651
UNIT-18,2022-08-01,8,2023-01,13,-5,0,2.2513
UNIT-18,2022-09-01,9,2023-01,13,-4,0,2.2346
UNIT-18,2022-10-01,10,2023-01,13,-3,0,2.2194
UNIT-18,2022-11-01,11,2023-01,13,-2,0,2.2429
UNIT-18,2022-12-01,12,2023-01,13,-1,0,2.2632
UNIT-18,2023-01-01,13,2023-01,13,0,1,2.2218
UNIT-18,2023-02-01,14,2023-01,13,1,1,2.2801
UNIT-18,2023-03-01,15,2023-01,13,2,1,2.3151
UNIT-18,2023-04-01,16,2023-01,13,3,1,2.2518
UNIT-18,2023-05-01,17,2023-01,13,4,1,2.3135
UNIT-18,2023-06-01,18,2023-01,13,5,1,2.2945
UNIT-18,2023-07-01,19,2023-01,13,6,1,2.3406
UNIT-18,2023-08-01,20,2023-01,13,7,1,2.292
UNIT-18,2023-09-01,21,2023-01,13,8,1,2.3261
UNIT-18,2023-10-01,22,2023-01,13,9,1,2.3017
UNIT-18,2023-11-01,23,2023-01,13,10,1,2.348
UNIT-18,2023-12-01,24,2023-01,13,11,1,2.4002
UNIT-18,2024-01-01,25,2023-01,13,12,1,2.33
UNIT-18,2024-02-01,26,2023-01,13,13,1,2.393
UNIT-18,2024-03-01,27,2023-01,13,14,1,2.3111
UNIT-18,2024-04-01,28,2023-01,13,15,1,2.3603
UNIT-18,2024-05-01,29,2023-01,13,16,1,2.3769
UNIT-18,2024-06-01,30,2023-01,13,17,1,2.3344
UNIT-18,2024-07-01,31,2023-01,13,18,1,2.3558
UNIT-18,2024-08-01,32,2023-01,13,19,1,2.3549
UNIT-18,2024-09-01,33,2023-01,13,20,1,2.371
UNIT-18,2024-10-01,34,2023-01,13,21,1,2.4079
UNIT-18,2024-11-01,35,2023-01,13,22,1,2.3751
UNIT-18,2024-12-01,36,2023-01,13,23,1,2.3856
UNIT-18,2025-01-01,37,2023-01,13,24,1,2.4306
UNIT-18,2025-02-01,38,2023-01,13,25,1,2.4292
UNIT-18,2025-03-01,39,2023-01,13,26,1,2.4085
UNIT-18,2025-04-01,40,2023-01,13,27,1,2.4074
UNIT-18,2025-05-01,41,2023-01,13,28,1,2.368
UNIT-18,2025-06-01,42,2023-01,13,29,1,2.4641
UNIT-18,2025-07-01,43,2023-01,13,30,1,2.4309
UNIT-18,2025-08-01,44,2023-01,13,31,1,2.4051
UNIT-18,2025-09-01,45,2023-01,13,32,1,2.4809
UNIT-18,2025-10-01,46,2023-01,13,33,1,2.3739
UNIT-18,2025-11-01,47,2023-01,13,34,1,2.3445
UNIT-18,2025-12-01,48,2023-01,13,35,1,2.3797
UNIT-19,2022-01-01,1,2023-07,19,-18,0,2.1119
UNIT-19,2022-02-01,2,2023-07,19,-17,0,2.0758
UNIT-19,2022-03-01,3,2023-07,19,-16,0,2.0797
UNIT-19,2022-04-01,4,2023-07,19,-15,0,2.0941
UNIT-19,2022-05-01,5,2023-07,19,-14,0,2.1041
UNIT-19,2022-06-01,6,2023-07,19,-13,0,2.116
UNIT-19,2022-07-01,7,2023-07,19,-12,0,2.0742
UNIT-19,2022-08-01,8,2023-07,19,-11,0,2.1124
UNIT-19,2022-09-01,9,2023-07,19,-10,0,2.1011
UNIT-19,2022-10-01,10,2023-07,19,-9,0,2.1556
UNIT-19,2022-11-01,11,2023-07,19,-8,0,2.1181
