city_id,year,transit_share_pct,EN_POP_DNST,NY_GDP_PCAP_CD,IS_VEH_NVEH_P3,treated,post
CITY-19,2002,31.279,5380.0,4120.0,0.4806,0,0
CITY-19,2003,30.996,5371.0,4379.0,0.4807,0,0
CITY-19,2004,29.032,5402.0,4338.0,0.4877,0,0
CITY-19,2005,29.631,5395.0,4434.0,0.4931,0,0
CITY-19,2006,31.188,5320.0,4549.0,0.4979,0,0
CITY-19,2007,31.074,5324.0,4607.0,0.4958,0,0
CITY-19,2008,32.18,5360.0,4719.0,0.5131,0,0
CITY-19,2009,31.89,5372.0,4793.0,0.5068,0,0
CITY-19,2010,32.077,5404.0,4793.0,0.5117,0,0
CITY-19,2011,33.795,5352.0,4915.0,0.5147,0,0
CITY-19,2012,33.117,5372.0,4966.0,0.526,0,0
CITY-19,2013,36.655,5379.0,5152.0,0.5281,0,0
CITY-19,2014,33.99,5313.0,5244.0,0.529,0,0
CITY-19,2015,35.41,5401.0,5211.0,0.5346,0,1
CITY-19,2016,36.464,5365.0,5348.0,0.5282,0,1
CITY-19,2017,37.321,5365.0,5400.0,0.5496,0,1
CITY-19,2018,37.541,5319.0,5401.0,0.5409,0,1
CITY-19,2019,36.327,5461.0,5509.0,0.5417,0,1
CITY-19,2020,35.98,5324.0,5615.0,0.553,0,1
CITY-19,2021,36.985,5422.0,5732.0,0.5713,0,1
CITY-19,2022,36.238,5392.0,5816.0,0.5637,0,1
CITY-19,2023,36.017,5385.0,5917.0,0.5678,0,1
CITY-20,2000,40.473,3196.0,4020.0,0.2083,0,0
CITY-20,2001,40.801,3128.0,4095.0,0.206,0,0
CITY-20,2002,41.628,3136.0,4168.0,0.2129,0,0
CITY-20,2003,39.992,3151.0,4280.0,0.2159,0,0
CITY-20,2004,40.651,3137.0,4338.0,0.2216,0,0
CITY-20,2005,39.984,3127.0,4405.0,0.2154,0,0
CITY-20,2006,38.102,3104.0,4476.0,0.2247,0,0
CITY-20,2007,40.388,3167.0,4541.0,0.2377,0,0
CITY-20,2008,40.08,3189.0,4553.0,0.2496,0,0
CITY-20,2009,38.397,3122.0,4810.0,0.2364,0,0
CITY-20,2010,40.902,3104.0,4805.0,0.241,0,0
CITY-20,2011,40.307,3222.0,4844.0,0.2427,0,0
CITY-20,2012,41.245,3140.0,5028.0,0.2547,0,0
CITY-20,2013,40.595,3076.0,5100.0,0.2565,0,0
CITY-20,2014,41.209,3223.0,5135.0,0.2689,0,0
CITY-20,2015,42.131,3087.0,5245.0,0.2698,0,1
CITY-20,2016,42.064,3156.0,5347.0,0.269,0,1
CITY-20,2017,41.113,3160.0,5319.0,0.273,0,1
CITY-20,2018,40.942,3176.0,5472.0,0.2821,0,1
CITY-20,2019,40.963,3141.0,5619.0,0.2871,0,1
CITY-20,2020,38.945,3121.0,5550.0,0.2801,0,1
CITY-20,2021,38.23,3117.0,5709.0,0.2863,0,1
CITY-20,2022,39.356,3074.0,5787.0,0.2877,0,1
CITY-20,2023,38.971,3193.0,5854.0,0.3061,0,1
CITY-21,2000,43.536,3340.0,2845.0,0.4394,0,0
CITY-21,2001,43.596,3302.0,2943.0,0.4512,0,0
CITY-21,2002,43.649,3335.0,2948.0,0.4631,0,0
CITY-21,2003,42.606,3290.0,2949.0,0.4608,0,0
CITY-21,2004,43.151,3341.0,3028.0,0.475,0,0
CITY-21,2005,41.215,3265.0,3125.0,0.4661,0,0
CITY-21,2006,43.16,3315.0,3247.0,0.4782,0,0
CITY-21,2007,41.977,3228.0,3232.0,0.4673,0,0
CITY-21,2008,45.174,3336.0,3229.0,0.4812,0,0
CITY-21,2009,43.486,3284.0,3295.0,0.4881,0,0
CITY-21,2010,44.083,3370.0,3285.0,0.4911,0,0
CITY-21,2011,44.974,3340.0,3469.0,0.496,0,0
CITY-21,2012,45.056,3336.0,3462.0,0.4999,0,0
CITY-21,2013,45.28,3358.0,3455.0,0.5033,0,0
CITY-21,2014,45.705,3328.0,3653.0,0.5,0,0
CITY-21,2015,44.817,3269.0,3620.0,0.5113,0,1
CITY-21,2016,45.521,3315.0,3723.0,0.5082,0,1
CITY-21,2017,45.495,3320.0,3823.0,0.5198,0,1
CITY-21,2018,44.643,3312.0,3834.0,0.5208,0,1
CITY-21,2019,45.228,3340.0,3830.0,0.5247,0,1
CITY-21,2020,45.27,3327.0,4019.0,0.53,0,1
CITY-21,2021,43.558,3337.0,3883.0,0.5205,0,1
CITY-21,2022,43.667,3310.0,4001.0,0.5415,0,1
CITY-21,2023,46.113,3346.0,4198.0,0.5444,0,1
CITY-22,2000,41.917,4524.0,2456.0,0.4222,0,0
CITY-22,2001,44.484,4569.0,2453.0,0.4264,0,0
CITY-22,2002,45.344,4579.0,2524.0,0.4246,0,0
CITY-22,2003,43.666,4570.0,2540.0,0.4401,0,0
CITY-22,2004,43.852,4607.0,2588.0,0.4338,0,0
CITY-22,2005,42.632,4555.0,2616.0,0.4471,0,0
CITY-22,2006,44.605,4530.0,2643.0,0.4431,0,0
CITY-22,2007,43.484,4603.0,2647.0,0.4478,0,0
CITY-22,2008,45.522,4606.0,2745.0,0.4479,0,0
CITY-22,2009,45.966,4598.0,2844.0,0.4681,0,0
CITY-22,2010,46.79,4576.0,2910.0,0.473,0,0
CITY-22,2011,47.334,4608.0,2896.0,0.4548,0,0
CITY-22,2012,49.987,4552.0,2991.0,0.4676,0,0
CITY-22,2013,52.583,4553.0,2923.0,0.4812,0,0
CITY-22,2014,49.092,4574.0,3056.0,0.4708,0,0
CITY-22,2015,50.41,4546.0,3144.0,0.472,0,1
CITY-22,2016,51.595,4548.0,3071.0,0.4931,0,1
CITY-22,2017,51.666,4577.0,3230.0,0.4902,0,1
CITY-22,2018,51.739,4568.0,3245.0,0.4906,0,1
CITY-22,2019,51.045,4530.0,3316.0,0.4946,0,1
CITY-22,2020,52.51,4585.0,3294.0,0.5029,0,1
CITY-22,2021,51.424,4614.0,3382.0,0.5157,0,1
CITY-22,2022,51.753,4591.0,3506.0,0.5068,0,1
CITY-22,2023,52.161,4539.0,3619.0,0.5058,0,1
CITY-23,2000,51.022,4713.0,3124.0,0.3801,0,0
CITY-23,2001,53.066,4634.0,3265.0,0.3857,0,0
CITY-23,2002,50.197,4656.0,3411.0,0.393,0,0
CITY-23,2003,50.738,4681.0,3390.0,0.3857,0,0
CITY-23,2004,51.589,4628.0,3508.0,0.3968,0,0
CITY-23,2005,51.775,4678.0,3499.0,0.3911,0,0
CITY-23,2006,53.554,4643.0,3725.0,0.4012,0,0
CITY-23,2007,51.876,4694.0,3586.0,0.408,0,0
CITY-23,2008,53.685,4701.0,3799.0,0.4096,0,0
CITY-23,2009,52.513,4667.0,3722.0,0.419,0,0
CITY-23,2010,54.014,4768.0,3870.0,0.4175,0,0
CITY-23,2011,54.461,4734.0,3906.0,0.4222,0,0
CITY-23,2012,56.3,4727.0,4029.0,0.4196,0,0
CITY-23,2013,57.273,4656.0,4023.0,0.4335,0,0
CITY-23,2014,56.682,4779.0,4069.0,0.4379,0,0
CITY-23,2015,54.798,4753.0,4219.0,0.437,0,1
CITY-23,2016,57.778,4725.0,4320.0,0.4432,0,1
CITY-23,2017,59.343,4704.0,4317.0,0.4468,0,1
CITY-23,2018,57.511,4802.0,4329.0,0.4428,0,1
CITY-23,2019,57.255,4729.0,4468.0,0.4496,0,1
CITY-23,2020,58.336,4669.0,4525.0,0.4546,0,1
CITY-23,2021,56.175,4685.0,4546.0,0.4636,0,1
CITY-23,2022,56.163,4623.0,4601.0,0.4767,0,1
CITY-23,2023,57.435,4775.0,4659.0,0.463,0,1
CITY-24,2000,37.878,3113.0,3785.0,0.4868,0,0
CITY-24,2001,39.883,3048.0,3759.0,0.4903,0,0
CITY-24,2002,38.489,3122.0,3830.0,0.4972,0,0
CITY-24,2003,40.628,3141.0,3907.0,0.4937,0,0
CITY-24,2004,39.417,3077.0,3998.0,0.503,0,0
CITY-24,2005,38.419,3138.0,4143.0,0.5148,0,0
CITY-24,2006,38.519,3146.0,4246.0,0.5101,0,0
CITY-24,2007,40.158,3166.0,4158.0,0.5025,0,0
CITY-24,2008,40.102,3070.0,4344.0,0.5235,0,0
CITY-24,2009,40.813,3132.0,4386.0,0.5235,0,0
CITY-24,2010,42.873,3016.0,4496.0,0.5158,0,0
CITY-24,2011,42.678,3122.0,4618.0,0.5292,0,0
CITY-24,2012,44.39,3068.0,4567.0,0.5314,0,0
CITY-24,2013,44.44,3082.0,4785.0,0.5343,0,0
CITY-24,2014,43.936,3119.0,4744.0,0.5374,0,0
CITY-24,2015,44.563,3099.0,4848.0,0.5454,0,1
CITY-24,2016,45.315,3210.0,4945.0,0.5602,0,1
CITY-24,2017,45.037,3137.0,4986.0,0.5584,0,1
CITY-24,2018,45.926,3007.0,5103.0,0.5578,0,1
CITY-24,2019,44.929,3077.0,5183.0,0.5599,0,1
CITY-24,2020,46.804,3156.0,5275.0,0.5646,0,1
CITY-24,2021,44.788,3092.0,5273.0,0.5693,0,1
CITY-24,2022,45.215,3106.0,5408.0,0.5698,0,1
CITY-24,2023,44.135,3091.0,5355.0,0.5836,0,1
CITY-25,2000,46.74,4640.0,1589.0,0.4176,0,0
CITY-25,2001,46.692,4684.0,1621.0,0.4251,0,0
CITY-25,2002,48.065,4611.0,1784.0,0.4271,0,0
CITY-25,2003,46.433,4662.0,1719.0,0.4304,0,0
CITY-25,2004,44.19,4722.0,1850.0,0.4376,0,0
CITY-25,2005,44.29,4675.0,1763.0,0.4414,0,0
CITY-25,2006,43.547,4610.0,1882.0,0.4456,0,0
CITY-25,2007,43.683,4615.0,1929.0,0.4457,0,0
CITY-25,2008,44.617,4722.0,1861.0,0.4592,0,0
CITY-25,2009,45.713,4721.0,1859.0,0.4583,0,0
CITY-25,2010,45.328,4644.0,2050.0,0.4635,0,0
CITY-25,2011,45.666,4689.0,2020.0,0.4762,0,0
CITY-25,2012,46.079,4701.0,1977.0,0.4665,0,0
CITY-25,2013,46.313,4617.0,1964.0,0.4735,0,0
CITY-25,2014,47.487,4660.0,2048.0,0.4744,0,0
CITY-25,2015,46.876,4650.0,2209.0,0.4809,0,1
CITY-25,2016,47.337,4608.0,2278.0,0.4839,0,1
CITY-25,2017,48.385,4720.0,2178.0,0.4943,0,1
CITY-25,2018,45.989,4599.0,2169.0,0.4885,0,1
CITY-25,2019,45.795,4622.0,2338.0,0.4934,0,1
CITY-25,2020,46.804,4665.0,2279.0,0.4998,0,1
CITY-25,2021,43.913,4657.0,2174.0,0.5136,0,1
CITY-25,2022,45.344,4680.0,2391.0,0.5023,0,1
CITY-25,2023,46.044,4680.0,2476.0,0.5086,0,1
CITY-26,2000,36.673,2816.0,2478.0,0.2889,0,0
CITY-26,2001,36.294,2860.0,2490.0,0.2892,0,0
CITY-26,2002,36.478,2853.0,2512.0,0.2984,0,0
CITY-26,2003,38.352,2878.0,2535.0,0.3078,0,0
CITY-26,2004,36.751,2795.0,2520.0,0.3089,0,0
CITY-26,2005,37.961,2867.0,2709.0,0.3057,0,0
CITY-26,2006,36.664,2915.0,2747.0,0.3124,0,0
CITY-26,2007,38.732,2882.0,2763.0,0.3202,0,0
CITY-26,2008,39.565,2882.0,2745.0,0.3133,0,0
CITY-26,2009,42.217,2818.0,2801.0,0.3221,0,0
CITY-26,2010,41.129,2784.0,2993.0,0.3268,0,0
CITY-26,2011,42.698,2838.0,2997.0,0.3418,0,0
CITY-26,2012,43.107,2823.0,2929.0,0.3417,0,0
CITY-26,2013,45.627,2838.0,3093.0,0.3494,0,0
CITY-26,2014,44.124,2882.0,3109.0,0.3531,0,0
CITY-26,2015,45.338,2860.0,3113.0,0.3436,0,1
CITY-26,2016,45.505,2901.0,3109.0,0.3559,0,1
CITY-26,2017,48.138,2878.0,3252.0,0.363,0,1
CITY-26,2018,48.177,2809.0,3287.0,0.3591,0,1
CITY-26,2019,48.671,2810.0,3359.0,0.3576,0,1
CITY-26,2020,48.859,2813.0,3380.0,0.3704,0,1
CITY-26,2021,48.529,2825.0,3324.0,0.373,0,1
CITY-26,2022,48.759,2847.0,3442.0,0.3713,0,1
CITY-26,2023,49.618,2807.0,3581.0,0.3906,0,1
CITY-27,2000,51.88,5197.0,2529.0,0.3603,0,0
CITY-27,2001,53.471,5107.0,2538.0,0.3544,0,0
CITY-27,2002,53.912,5244.0,2651.0,0.3747,0,0
CITY-27,2003,52.509,5159.0,2676.0,0.3701,0,0
CITY-27,2004,53.383,5208.0,2581.0,0.3747,0,0
CITY-27,2005,52.646,5189.0,2785.0,0.377,0,0
CITY-27,2006,55.017,5212.0,2731.0,0.3822,0,0
CITY-27,2007,53.235,5203.0,2874.0,0.3914,0,0
CITY-27,2008,56.817,5138.0,2847.0,0.3876,0,0
CITY-27,2009,56.471,5176.0,2994.0,0.3914,0,0
CITY-27,2010,56.149,5203.0,2966.0,0.3978,0,0
CITY-27,2011,58.397,5198.0,3015.0,0.4046,0,0
CITY-27,2012,60.531,5173.0,3105.0,0.4145,0,0
CITY-27,2013,60.693,5090.0,3130.0,0.4115,0,0
CITY-27,2014,60.73,5152.0,3252.0,0.4068,0,0
CITY-27,2015,61.428,5188.0,3228.0,0.4149,0,1
CITY-27,2016,62.058,5135.0,3343.0,0.428,0,1
CITY-27,2017,63.908,5157.0,3335.0,0.4271,0,1
CITY-27,2018,62.688,5190.0,3476.0,0.4293,0,1
CITY-27,2019,64.024,5157.0,3501.0,0.4258,0,1
CITY-27,2020,61.766,5196.0,3502.0,0.4397,0,1
CITY-27,2021,63.867,5168.0,3500.0,0.4492,0,1
CITY-27,2022,62.692,5177.0,3575.0,0.4428,0,1
CITY-27,2023,65.105,5155.0,3737.0,0.4431,0,1
CITY-28,2000,25.698,4639.0,2408.0,0.347,0,0
CITY-28,2001,26.118,4611.0,2532.0,0.3637,0,0
CITY-28,2002,26.481,4610.0,2525.0,0.3648,0,0
CITY-28,2003,25.715,4632.0,2522.0,0.3673,0,0
CITY-28,2004,26.226,4598.0,2641.0,0.3736,0,0
CITY-28,2005,24.659,4539.0,2646.0,0.3749,0,0
CITY-28,2006,26.175,4668.0,2684.0,0.3793,0,0
CITY-28,2007,25.559,4612.0,2863.0,0.3899,0,0
CITY-28,2008,26.018,4601.0,2859.0,0.3933,0,0
CITY-28,2009,28.412,4647.0,2925.0,0.396,0,0
CITY-28,2010,27.284,4499.0,2988.0,0.3921,0,0
CITY-28,2011,27.906,4623.0,3071.0,0.399,0,0
CITY-28,2012,30.47,4627.0,3021.0,0.4069,0,0
CITY-28,2013,30.11,4675.0,3134.0,0.4142,0,0
CITY-28,2014,29.858,4580.0,3106.0,0.4181,0,0
CITY-28,2015,30.276,4651.0,3153.0,0.4258,0,1
CITY-28,2016,31.21,4630.0,3279.0,0.4233,0,1
CITY-28,2017,32.349,4665.0,3245.0,0.4237,0,1
CITY-28,2018,32.656,4667.0,3322.0,0.4286,0,1
CITY-28,2019,31.3,4646.0,3416.0,0.4405,0,1
CITY-28,2020,29.997,4563.0,3539.0,0.4394,0,1
CITY-28,2021,30.101,4593.0,3463.0,0.4354,0,1
CITY-28,2022,30.361,4620.0,3535.0,0.4467,0,1
CITY-28,2023,30.82,4596.0,3472.0,0.4531,0,1
CITY-29,2000,41.742,3536.0,1943.0,0.4007,0,0
CITY-29,2001,42.396,3460.0,2073.0,0.4063,0,0
CITY-29,2002,41.732,3527.0,2152.0,0.4114,0,0
CITY-29,2003,41.469,3504.0,2100.0,0.4161,0,0
CITY-29,2004,42.573,3433.0,2236.0,0.4235,0,0
CITY-29,2005,41.938,3528.0,2176.0,0.4175,0,0
CITY-29,2006,42.64,3463.0,2234.0,0.4235,0,0
CITY-29,2007,40.144,3557.0,2240.0,0.4313,0,0
CITY-29,2008,42.86,3435.0,2377.0,0.4331,0,0
CITY-29,2009,43.012,3488.0,2400.0,0.4402,0,0
CITY-29,2010,43.256,3454.0,2463.0,0.4356,0,0
CITY-29,2011,44.74,3502.0,2433.0,0.447,0,0
CITY-29,2012,46.934,3504.0,2451.0,0.454,0,0
CITY-29,2013,47.709,3468.0,2537.0,0.4587,0,0
CITY-29,2014,47.466,3426.0,2589.0,0.4516,0,0
CITY-29,2015,47.119,3513.0,2666.0,0.4623,0,1
CITY-29,2016,48.063,3517.0,2641.0,0.4694,0,1
CITY-29,2017,48.933,3458.0,2656.0,0.4746,0,1
CITY-29,2018,49.25,3498.0,2723.0,0.4653,0,1
CITY-29,2019,48.42,3534.0,2764.0,0.4811,0,1
CITY-29,2020,48.746,3418.0,2850.0,0.4831,0,1
CITY-29,2021,48.658,3495.0,2769.0,0.4858,0,1
CITY-29,2022,49.366,3481.0,2873.0,0.4891,0,1
CITY-29,2023,48.776,3485.0,2922.0,0.4915,0,1
CITY-30,2000,36.275,4459.0,1753.0,0.3708,0,0
CITY-30,2001,36.512,4519.0,1924.0,0.374,0,0
CITY-30,2002,36.738,4500.0,1983.0,0.3688,0,0
CITY-30,2003,35.175,4394.0,1901.0,0.389,0,0
CITY-30,2004,35.592,4492.0,1934.0,0.3868,0,0
CITY-30,2005,32.415,4546.0,2030.0,0.3832,0,0
CITY-30,2006,34.021,4469.0,2064.0,0.3933,0,0
CITY-30,2007,34.28,4402.0,2114.0,0.391,0,0
CITY-30,2008,35.043,4434.0,2078.0,0.3975,0,0
CITY-30,2009,34.917,4464.0,2231.0,0.4013,0,0
CITY-30,2010,35.819,4452.0,2260.0,0.399,0,0
CITY-30,2011,34.966,4474.0,2294.0,0.4116,0,0
CITY-30,2012,39.046,4398.0,2364.0,0.4211,0,0
CITY-30,2013,36.193,4502.0,2352.0,0.4153,0,0
CITY-30,2014,35.657,4360.0,2452.0,0.4284,0,0
CITY-30,2015,36.88,4464.0,2361.0,0.4303,0,1
CITY-30,2016,38.074,4425.0,2413.0,0.4233,0,1
CITY-30,2017,38.486,4549.0,2559.0,0.4331,0,1
CITY-30,2018,38.032,4484.0,2519.0,0.4359,0,1
CITY-30,2019,37.986,4504.0,2540.0,0.4439,0,1
CITY-30,2020,35.754,4434.0,2738.0,0.4437,0,1
CITY-30,2021,34.977,4467.0,2684.0,0.4568,0,1
CITY-30,2022,35.804,4450.0,2758.0,0.4619,0,1
CITY-30,2023,35.117,4442.0,2654.0,0.4621,0,1
