muni_id,population,running,eligible,invest_per_capita_usd,region_type,share_under15_pct
KEN-M443,22347.0,-27653.0,0,152.0,rural,35.6
KEN-M444,54299.0,4299.0,1,474.9,rural,33.6
KEN-M445,36364.0,-13636.0,0,343.1,rural,36.6
KEN-M446,37169.0,-12831.0,0,340.5,metropolitan,41.5
KEN-M447,38235.0,-11765.0,0,454.0,metropolitan,33.0
KEN-M448,34725.0,-15275.0,0,387.6,rural,34.6
KEN-M449,51164.0,1164.0,1,495.5,rural,37.3
KEN-M450,56309.0,6309.0,1,539.1,secondary,33.5
KEN-M451,67299.0,17299.0,1,699.2,secondary,36.6
KEN-M452,55025.0,5025.0,1,707.9,rural,37.3
KEN-M453,56631.0,6631.0,1,545.5,rural,43.3
KEN-M454,67153.0,17153.0,1,583.5,metropolitan,30.7
KEN-M455,72507.0,22507.0,1,585.6,metropolitan,42.9
KEN-M456,42904.0,-7096.0,0,236.3,secondary,39.4
KEN-M457,38815.0,-11185.0,0,329.2,metropolitan,38.6
KEN-M458,61746.0,11746.0,1,595.3,metropolitan,44.0
KEN-M459,46706.0,-3294.0,0,321.6,metropolitan,34.0
KEN-M460,32475.0,-17525.0,0,407.9,metropolitan,43.6
KEN-M461,36370.0,-13630.0,0,271.6,metropolitan,47.9
KEN-M462,48703.0,-1297.0,0,340.8,metropolitan,37.7
KEN-M463,89471.0,39471.0,1,758.5,rural,42.0
KEN-M464,68112.0,18112.0,1,404.8,secondary,44.8
KEN-M465,38731.0,-11269.0,0,320.6,secondary,40.5
KEN-M466,58072.0,8072.0,1,468.5,rural,46.1
KEN-M467,79205.0,29205.0,1,633.7,rural,34.8
KEN-M468,50005.0,5.0,1,464.5,metropolitan,31.5
KEN-M469,47442.0,-2558.0,0,404.6,metropolitan,37.3
KEN-M470,53985.0,3985.0,1,546.8,rural,48.7
KEN-M471,55233.0,5233.0,1,567.7,rural,40.8
KEN-M472,58362.0,8362.0,1,644.8,metropolitan,42.0
KEN-M473,36214.0,-13786.0,0,414.1,rural,41.6
KEN-M474,59840.0,9840.0,1,603.0,metropolitan,36.3
KEN-M475,47449.0,-2551.0,0,283.7,rural,38.5
KEN-M476,71306.0,21306.0,1,586.3,metropolitan,31.2
KEN-M477,67847.0,17847.0,1,540.2,rural,39.7
KEN-M478,39615.0,-10385.0,0,444.3,rural,34.2
KEN-M479,79256.0,29256.0,1,542.6,secondary,42.1
KEN-M480,75451.0,25451.0,1,583.8,metropolitan,43.9
KEN-M481,60318.0,10318.0,1,382.6,metropolitan,41.5
KEN-M482,50775.0,775.0,1,433.3,rural,47.0
KEN-M483,50007.0,7.0,1,440.0,metropolitan,40.8
KEN-M484,39072.0,-10928.0,0,335.4,metropolitan,57.3
KEN-M485,50753.0,753.0,1,630.5,secondary,46.0
KEN-M486,34968.0,-15032.0,0,283.8,metropolitan,44.4
KEN-M487,51381.0,1381.0,1,662.0,metropolitan,44.2
KEN-M488,43185.0,-6815.0,0,485.7,metropolitan,45.0
KEN-M489,71734.0,21734.0,1,687.6,rural,40.1
KEN-M490,41559.0,-8441.0,0,199.1,rural,41.6
KEN-M491,39912.0,-10088.0,0,288.2,metropolitan,40.8
KEN-M492,41840.0,-8160.0,0,285.4,rural,49.0
KEN-M493,67033.0,17033.0,1,615.6,rural,36.4
KEN-M494,47965.0,-2035.0,0,308.3,metropolitan,38.0
KEN-M495,64002.0,14002.0,1,596.5,rural,36.3
KEN-M496,49366.0,-634.0,0,586.6,secondary,45.2
KEN-M497,61382.0,11382.0,1,597.4,metropolitan,40.0
KEN-M498,53042.0,3042.0,1,399.3,rural,53.3
KEN-M499,62645.0,12645.0,1,519.9,metropolitan,38.9
KEN-M500,52653.0,2653.0,1,461.2,rural,38.7
KEN-M501,51259.0,1259.0,1,567.7,metropolitan,41.7
KEN-M502,28947.0,-21053.0,0,326.3,rural,47.1
KEN-M503,37675.0,-12325.0,0,307.6,rural,37.8
KEN-M504,29169.0,-20831.0,0,331.4,metropolitan,39.3
KEN-M505,68141.0,18141.0,1,605.4,rural,49.9
KEN-M506,55795.0,5795.0,1,509.2,rural,39.4
KEN-M507,51109.0,1109.0,1,458.2,rural,36.9
KEN-M508,38540.0,-11460.0,0,429.9,rural,41.3
KEN-M509,78783.0,28783.0,1,673.1,rural,38.6
KEN-M510,52299.0,2299.0,1,366.7,metropolitan,40.1
KEN-M511,32985.0,-17015.0,0,309.4,rural,48.8
KEN-M512,63543.0,13543.0,1,553.7,rural,49.5
KEN-M513,48080.0,-1920.0,0,457.4,rural,40.0
KEN-M514,59696.0,9696.0,1,497.4,secondary,34.4
KEN-M515,15000.0,-35000.0,0,347.0,secondary,44.7
KEN-M516,47917.0,-2083.0,0,322.7,rural,45.7
KEN-M517,33242.0,-16758.0,0,288.2,rural,34.4
KEN-M518,36944.0,-13056.0,0,336.6,rural,35.4
KEN-M519,30349.0,-19651.0,0,274.8,metropolitan,40.7
KEN-M520,62010.0,12010.0,1,586.2,rural,39.5
KEN-M521,60011.0,10011.0,1,622.4,rural,42.8
KEN-M522,58498.0,8498.0,1,631.1,metropolitan,44.8
KEN-M523,56140.0,6140.0,1,480.0,rural,35.3
KEN-M524,45776.0,-4224.0,0,433.8,rural,43.7
KEN-M525,57696.0,7696.0,1,613.8,metropolitan,40.4
KEN-M526,62002.0,12002.0,1,428.8,metropolitan,36.6
KEN-M527,44914.0,-5086.0,0,491.6,metropolitan,31.5
KEN-M528,53434.0,3434.0,1,606.0,secondary,42.4
KEN-M529,34448.0,-15552.0,0,265.8,metropolitan,47.1
KEN-M530,60408.0,10408.0,1,721.4,rural,46.5
KEN-M531,58602.0,8602.0,1,573.9,rural,40.3
KEN-M532,34260.0,-15740.0,0,243.6,rural,38.8
KEN-M533,27125.0,-22875.0,0,412.6,metropolitan,39.4
KEN-M534,42201.0,-7799.0,0,377.8,secondary,34.0
KEN-M535,38455.0,-11545.0,0,277.3,metropolitan,44.7
KEN-M536,73938.0,23938.0,1,503.6,rural,36.5
KEN-M537,58415.0,8415.0,1,422.8,rural,47.3
KEN-M538,65577.0,15577.0,1,554.1,secondary,40.5
KEN-M539,47890.0,-2110.0,0,542.8,metropolitan,40.5
KEN-M540,40590.0,-9410.0,0,417.2,metropolitan,44.5
KEN-M541,50788.0,788.0,1,617.8,metropolitan,42.3
KEN-M542,59992.0,9992.0,1,499.5,metropolitan,31.4
KEN-M543,38484.0,-11516.0,0,227.6,rural,38.1
KEN-M544,67931.0,17931.0,1,602.9,metropolitan,47.3
KEN-M545,72411.0,22411.0,1,664.5,secondary,38.5
KEN-M546,51319.0,1319.0,1,455.8,metropolitan,33.4
KEN-M547,32923.0,-17077.0,0,455.2,rural,44.5
KEN-M548,81456.0,31456.0,1,545.8,metropolitan,34.7
KEN-M549,60520.0,10520.0,1,609.7,secondary,44.3
KEN-M550,46757.0,-3243.0,0,264.6,rural,47.4
KEN-M551,55395.0,5395.0,1,543.3,rural,31.9
KEN-M552,24387.0,-25613.0,0,309.2,secondary,37.3
KEN-M553,27149.0,-22851.0,0,273.7,secondary,42.5
KEN-M554,56539.0,6539.0,1,553.8,metropolitan,33.6
KEN-M555,68187.0,18187.0,1,531.2,rural,40.9
KEN-M556,30521.0,-19479.0,0,216.2,rural,46.7
KEN-M557,41273.0,-8727.0,0,416.6,secondary,44.4
KEN-M558,33599.0,-16401.0,0,295.6,secondary,46.0
KEN-M559,35775.0,-14225.0,0,235.7,rural,36.3
KEN-M560,51689.0,1689.0,1,647.9,secondary,39.1
KEN-M561,40108.0,-9892.0,0,420.8,rural,38.4
KEN-M562,46443.0,-3557.0,0,365.4,secondary,43.2
KEN-M563,37011.0,-12989.0,0,341.2,rural,38.6
KEN-M564,48757.0,-1243.0,0,395.3,rural,39.9
KEN-M565,51375.0,1375.0,1,539.3,rural,49.8
KEN-M566,56563.0,6563.0,1,518.1,rural,33.1
KEN-M567,81191.0,31191.0,1,533.8,secondary,51.5
KEN-M568,57213.0,7213.0,1,575.5,secondary,38.4
KEN-M569,42769.0,-7231.0,0,303.4,metropolitan,41.8
KEN-M570,63679.0,13679.0,1,581.2,metropolitan,38.7
KEN-M571,64504.0,14504.0,1,479.3,secondary,39.4
KEN-M572,37401.0,-12599.0,0,272.4,metropolitan,38.7
KEN-M573,15000.0,-35000.0,0,473.5,metropolitan,26.2
KEN-M574,63456.0,13456.0,1,675.0,rural,49.0
KEN-M575,27099.0,-22901.0,0,340.3,rural,38.2
KEN-M576,74100.0,24100.0,1,631.5,rural,43.5
KEN-M577,62418.0,12418.0,1,665.4,metropolitan,42.2
KEN-M578,50523.0,523.0,1,417.6,metropolitan,37.4
KEN-M579,73346.0,23346.0,1,659.0,rural,33.5
KEN-M580,45579.0,-4421.0,0,379.3,rural,41.5
KEN-M581,32576.0,-17424.0,0,284.3,rural,40.2
KEN-M582,64099.0,14099.0,1,377.2,metropolitan,45.5
KEN-M583,54822.0,4822.0,1,552.8,rural,46.9
KEN-M584,45555.0,-4445.0,0,417.7,secondary,39.2
KEN-M585,45158.0,-4842.0,0,412.3,rural,43.4
KEN-M586,23061.0,-26939.0,0,305.2,secondary,38.5
KEN-M587,44341.0,-5659.0,0,400.2,secondary,42.2
KEN-M588,47772.0,-2228.0,0,394.3,secondary,42.4
KEN-M589,24101.0,-25899.0,0,225.3,secondary,46.8
KEN-M590,43204.0,-6796.0,0,313.7,rural,31.3
KEN-M591,67568.0,17568.0,1,706.3,metropolitan,48.0
KEN-M592,64741.0,14741.0,1,503.7,rural,32.2
KEN-M593,65342.0,15342.0,1,489.5,secondary,41.5
KEN-M594,41746.0,-8254.0,0,411.7,metropolitan,43.9
KEN-M595,83537.0,33537.0,1,496.8,metropolitan,42.2
KEN-M596,78795.0,28795.0,1,764.2,rural,39.1
KEN-M597,40773.0,-9227.0,0,262.7,metropolitan,37.2
KEN-M598,31715.0,-18285.0,0,337.7,rural,32.3
KEN-M599,60192.0,10192.0,1,426.5,rural,42.7
KEN-M600,65393.0,15393.0,1,592.9,metropolitan,41.6
KEN-M601,45933.0,-4067.0,0,478.3,rural,42.0
KEN-M602,56868.0,6868.0,1,383.4,secondary,44.1
KEN-M603,55138.0,5138.0,1,407.3,rural,37.7
KEN-M604,91996.0,41996.0,1,644.1,metropolitan,40.6
KEN-M605,25914.0,-24086.0,0,327.1,metropolitan,45.7
KEN-M606,67483.0,17483.0,1,628.3,rural,37.8
KEN-M607,57332.0,7332.0,1,534.3,rural,44.1
KEN-M608,50518.0,518.0,1,485.9,rural,37.1
KEN-M609,44948.0,-5052.0,0,392.6,rural,43.4
KEN-M610,48240.0,-1760.0,0,362.6,secondary,40.1
KEN-M611,15000.0,-35000.0,0,341.2,rural,33.0
KEN-M612,40109.0,-9891.0,0,243.9,secondary,36.6
KEN-M613,51268.0,1268.0,1,601.4,rural,32.8
KEN-M614,66985.0,16985.0,1,621.1,rural,38.7
KEN-M615,49854.0,-146.0,0,295.1,metropolitan,34.3
KEN-M616,71085.0,21085.0,1,652.9,metropolitan,39.3
KEN-M617,69835.0,19835.0,1,523.3,rural,46.1
KEN-M618,38607.0,-11393.0,0,292.2,metropolitan,41.0
KEN-M619,68846.0,18846.0,1,522.4,secondary,28.5
KEN-M620,49149.0,-851.0,0,299.4,secondary,41.1
KEN-M621,67457.0,17457.0,1,588.6,metropolitan,37.1
KEN-M622,28603.0,-21397.0,0,357.3,rural,49.8
KEN-M623,20741.0,-29259.0,0,185.1,rural,45.7
KEN-M624,66014.0,16014.0,1,500.8,secondary,48.1
KEN-M625,71904.0,21904.0,1,654.2,rural,50.7
KEN-M626,41678.0,-8322.0,0,324.8,rural,41.2
KEN-M627,54424.0,4424.0,1,370.0,metropolitan,49.5
KEN-M628,62667.0,12667.0,1,508.0,metropolitan,38.7
KEN-M629,58870.0,8870.0,1,599.0,secondary,41.8
KEN-M630,58724.0,8724.0,1,404.8,rural,46.4
KEN-M631,48075.0,-1925.0,0,292.6,rural,39.0
KEN-M632,40361.0,-9639.0,0,328.0,rural,37.2
KEN-M633,64199.0,14199.0,1,610.0,secondary,39.9
KEN-M634,68401.0,18401.0,1,497.8,metropolitan,35.0
KEN-M635,58587.0,8587.0,1,571.9,rural,39.0
KEN-M636,28671.0,-21329.0,0,355.3,metropolitan,42.1
KEN-M637,33426.0,-16574.0,0,359.2,secondary,31.4
KEN-M638,46793.0,-3207.0,0,257.1,secondary,36.8
KEN-M639,51559.0,1559.0,1,757.5,metropolitan,38.6
KEN-M640,32413.0,-17587.0,0,393.9,metropolitan,44.2
KEN-M641,40768.0,-9232.0,0,515.1,rural,37.5
KEN-M642,64430.0,14430.0,1,474.7,secondary,44.2
KEN-M643,55080.0,5080.0,1,488.9,secondary,45.6
KEN-M644,79666.0,29666.0,1,523.7,rural,46.5
KEN-M645,33657.0,-16343.0,0,300.7,rural,40.6
KEN-M646,32219.0,-17781.0,0,298.1,secondary,34.6
KEN-M647,73216.0,23216.0,1,606.6,metropolitan,43.8
KEN-M648,62733.0,12733.0,1,524.5,secondary,49.8
KEN-M649,27597.0,-22403.0,0,383.3,rural,38.5
KEN-M650,50974.0,974.0,1,408.8,rural,42.8
KEN-M651,60475.0,10475.0,1,639.5,rural,40.1
KEN-M652,71145.0,21145.0,1,538.3,secondary,38.6
KEN-M653,53171.0,3171.0,1,498.4,metropolitan,48.3
KEN-M654,58732.0,8732.0,1,483.1,secondary,40.6
KEN-M655,32719.0,-17281.0,0,276.2,metropolitan,41.3
KEN-M656,42851.0,-7149.0,0,439.8,metropolitan,38.9
KEN-M657,66364.0,16364.0,1,549.7,rural,34.0
KEN-M658,50681.0,681.0,1,493.4,rural,36.5
KEN-M659,46271.0,-3729.0,0,387.4,rural,41.8
KEN-M660,46961.0,-3039.0,0,253.7,rural,41.9
KEN-M661,39563.0,-10437.0,0,205.4,metropolitan,34.2
KEN-M662,42987.0,-7013.0,0,458.4,metropolitan,45.4
KEN-M663,75030.0,25030.0,1,557.4,secondary,39.2
KEN-M664,75825.0,25825.0,1,548.1,secondary,32.4
KEN-M665,73843.0,23843.0,1,546.0,rural,44.3
KEN-M666,39177.0,-10823.0,0,315.4,secondary,38.9
KEN-M667,44313.0,-5687.0,0,383.4,metropolitan,42.2
KEN-M668,77879.0,27879.0,1,613.9,rural,34.1
KEN-M669,51343.0,1343.0,1,481.4,rural,34.1
KEN-M670,51496.0,1496.0,1,517.0,metropolitan,39.0
KEN-M671,52917.0,2917.0,1,510.3,metropolitan,45.5
KEN-M672,46853.0,-3147.0,0,370.5,metropolitan,42.0
KEN-M673,26501.0,-23499.0,0,329.2,metropolitan,34.5
KEN-M674,56671.0,6671.0,1,543.0,rural,43.2
KEN-M675,53278.0,3278.0,1,459.5,secondary,41.1
KEN-M676,39279.0,-10721.0,0,278.3,secondary,41.4
KEN-M677,49546.0,-454.0,0,387.8,rural,43.1
KEN-M678,65021.0,15021.0,1,592.5,rural,39.2
KEN-M679,47981.0,-2019.0,0,462.4,secondary,31.8
KEN-M680,49554.0,-446.0,0,506.3,rural,43.7
KEN-M681,32101.0,-17899.0,0,345.3,secondary,49.1
KEN-M682,22951.0,-27049.0,0,413.4,rural,42.3
KEN-M683,53995.0,3995.0,1,590.3,metropolitan,44.0
KEN-M684,58291.0,8291.0,1,441.7,secondary,39.1
KEN-M685,33581.0,-16419.0,0,238.2,rural,44.7
KEN-M686,43732.0,-6268.0,0,267.4,secondary,43.4
KEN-M687,22599.0,-27401.0,0,269.6,rural,42.9
KEN-M688,44723.0,-5277.0,0,341.3,metropolitan,43.3
KEN-M689,43879.0,-6121.0,0,418.8,metropolitan,44.3
KEN-M690,45856.0,-4144.0,0,428.1,rural,49.5
KEN-M691,85149.0,35149.0,1,700.4,rural,45.1
KEN-M692,56065.0,6065.0,1,445.5,rural,43.6
KEN-M693,59772.0,9772.0,1,513.9,metropolitan,43.8
KEN-M694,59185.0,9185.0,1,684.8,secondary,40.9
KEN-M695,52941.0,2941.0,1,557.8,metropolitan,33.5
KEN-M696,60120.0,10120.0,1,575.4,rural,37.5
KEN-M697,38803.0,-11197.0,0,386.0,rural,46.5
KEN-M698,75149.0,25149.0,1,568.9,metropolitan,45.4
KEN-M699,34299.0,-15701.0,0,287.8,rural,43.9
KEN-M700,41105.0,-8895.0,0,344.1,secondary,43.1
KEN-M701,37025.0,-12975.0,0,326.3,metropolitan,44.9
KEN-M702,46947.0,-3053.0,0,350.0,rural,35.9
KEN-M703,51418.0,1418.0,1,513.2,rural,34.9
KEN-M704,42579.0,-7421.0,0,348.7,secondary,47.9
KEN-M705,59024.0,9024.0,1,600.0,rural,38.4
KEN-M706,29539.0,-20461.0,0,202.9,rural,43.7
KEN-M707,37599.0,-12401.0,0,112.8,rural,39.9
KEN-M708,46284.0,-3716.0,0,433.6,rural,36.7
KEN-M709,48668.0,-1332.0,0,320.9,rural,45.3
KEN-M710,27399.0,-22601.0,0,392.9,metropolitan,36.9
KEN-M711,47530.0,-2470.0,0,211.0,secondary,36.2
KEN-M712,59107.0,9107.0,1,595.9,rural,35.3
KEN-M713,67252.0,17252.0,1,540.0,metropolitan,33.5
KEN-M714,50640.0,640.0,1,552.3,secondary,44.5
KEN-M715,34138.0,-15862.0,0,217.2,metropolitan,38.0
KEN-M716,64952.0,14952.0,1,429.8,secondary,51.8
KEN-M717,57803.0,7803.0,1,488.9,secondary,38.0
KEN-M718,43572.0,-6428.0,0,254.4,rural,44.0
KEN-M719,46502.0,-3498.0,0,166.2,rural,46.4
KEN-M720,47537.0,-2463.0,0,424.0,secondary,51.5
KEN-M721,48890.0,-1110.0,0,454.2,metropolitan,35.0
KEN-M722,43641.0,-6359.0,0,354.0,secondary,38.8
KEN-M723,38418.0,-11582.0,0,243.1,rural,39.4
KEN-M724,30942.0,-19058.0,0,287.0,rural,41.5
KEN-M725,51031.0,1031.0,1,512.0,metropolitan,44.9
KEN-M726,49100.0,-900.0,0,332.3,rural,41.5
KEN-M727,40991.0,-9009.0,0,287.0,metropolitan,44.0
KEN-M728,44387.0,-5613.0,0,339.3,metropolitan,51.3
KEN-M729,64383.0,14383.0,1,632.2,metropolitan,36.7
KEN-M730,59414.0,9414.0,1,514.7,secondary,37.3
KEN-M731,35994.0,-14006.0,0,279.8,metropolitan,38.3
KEN-M732,53909.0,3909.0,1,576.4,secondary,51.0
KEN-M733,57346.0,7346.0,1,611.3,secondary,38.6
KEN-M734,54860.0,4860.0,1,496.4,metropolitan,46.4
KEN-M735,55225.0,5225.0,1,616.9,rural,37.6
KEN-M736,31063.0,-18937.0,0,288.2,metropolitan,29.7
KEN-M737,52110.0,2110.0,1,626.0,rural,39.4
KEN-M738,58250.0,8250.0,1,494.9,rural,45.3
KEN-M739,46315.0,-3685.0,0,444.5,rural,39.8
KEN-M740,34596.0,-15404.0,0,252.7,rural,36.1
KEN-M741,22824.0,-27176.0,0,185.0,metropolitan,33.4
KEN-M742,76759.0,26759.0,1,723.0,metropolitan,44.0
KEN-M743,29970.0,-20030.0,0,322.9,secondary,42.8
KEN-M744,52935.0,2935.0,1,520.1,metropolitan,44.6
KEN-M745,62510.0,12510.0,1,646.1,rural,36.5
KEN-M746,46522.0,-3478.0,0,395.5,rural,38.5
KEN-M747,65307.0,15307.0,1,522.5,metropolitan,36.6
KEN-M748,58301.0,8301.0,1,480.0,rural,47.4
KEN-M749,55044.0,5044.0,1,521.1,metropolitan,31.5
KEN-M750,44668.0,-5332.0,0,276.4,rural,45.0
KEN-M751,43944.0,-6056.0,0,373.5,metropolitan,37.3
KEN-M752,34436.0,-15564.0,0,195.2,secondary,46.1
KEN-M753,35187.0,-14813.0,0,358.7,secondary,43.5
KEN-M754,48150.0,-1850.0,0,393.1,secondary,45.2
KEN-M755,42793.0,-7207.0,0,307.5,metropolitan,46.0
KEN-M756,46529.0,-3471.0,0,311.7,secondary,40.0
KEN-M757,34459.0,-15541.0,0,328.4,metropolitan,39.8
KEN-M758,60461.0,10461.0,1,618.8,rural,37.2
KEN-M759,49352.0,-648.0,0,378.5,rural,44.6
KEN-M760,52048.0,2048.0,1,566.4,rural,42.5
KEN-M761,61402.0,11402.0,1,607.2,rural,40.5
KEN-M762,33805.0,-16195.0,0,427.4,rural,42.4
KEN-M763,71492.0,21492.0,1,526.2,secondary,45.5
KEN-M764,26796.0,-23204.0,0,160.5,rural,46.7
KEN-M765,47301.0,-2699.0,0,201.9,rural,29.7
KEN-M766,41079.0,-8921.0,0,398.3,metropolitan,39.5
KEN-M767,51397.0,1397.0,1,564.7,secondary,44.8
KEN-M768,60785.0,10785.0,1,578.1,rural,42.1
KEN-M769,42452.0,-7548.0,0,362.9,secondary,49.8
KEN-M770,47036.0,-2964.0,0,344.9,metropolitan,37.4
KEN-M771,64171.0,14171.0,1,599.1,rural,47.0
KEN-M772,50829.0,829.0,1,447.6,metropolitan,47.1
KEN-M773,89329.0,39329.0,1,749.4,rural,35.4
KEN-M774,39810.0,-10190.0,0,347.2,rural,43.9
KEN-M775,48841.0,-1159.0,0,431.0,rural,38.6
KEN-M776,55290.0,5290.0,1,448.0,metropolitan,52.1
KEN-M777,57596.0,7596.0,1,510.7,secondary,41.9
KEN-M778,54341.0,4341.0,1,422.1,rural,47.0
KEN-M779,54029.0,4029.0,1,511.6,metropolitan,40.6
KEN-M780,23953.0,-26047.0,0,226.6,metropolitan,55.0
KEN-M781,52213.0,2213.0,1,515.8,secondary,47.3
KEN-M782,39665.0,-10335.0,0,263.0,rural,38.7
KEN-M783,51363.0,1363.0,1,515.9,metropolitan,43.2
KEN-M784,36538.0,-13462.0,0,271.0,metropolitan,44.5
KEN-M785,48021.0,-1979.0,0,322.6,secondary,33.1
KEN-M786,69989.0,19989.0,1,628.9,rural,45.1
KEN-M787,51658.0,1658.0,1,584.5,secondary,36.1
KEN-M788,33827.0,-16173.0,0,387.7,metropolitan,40.7
KEN-M789,55483.0,5483.0,1,390.0,rural,36.9
KEN-M790,46086.0,-3914.0,0,319.8,rural,40.8
KEN-M791,51053.0,1053.0,1,652.4,rural,42.5
KEN-M792,37392.0,-12608.0,0,248.3,metropolitan,39.0
KEN-M793,39082.0,-10918.0,0,412.4,rural,36.3
KEN-M794,17523.0,-32477.0,0,191.8,rural,35.5
KEN-M795,32533.0,-17467.0,0,242.4,metropolitan,29.1
KEN-M796,55577.0,5577.0,1,439.6,metropolitan,37.6
KEN-M797,71969.0,21969.0,1,598.4,secondary,43.0
KEN-M798,48089.0,-1911.0,0,223.3,metropolitan,43.9
KEN-M799,49399.0,-601.0,0,435.1,secondary,44.1
KEN-M800,61413.0,11413.0,1,559.1,rural,44.1
KEN-M801,43239.0,-6761.0,0,532.9,rural,32.3
KEN-M802,57710.0,7710.0,1,494.0,rural,35.9
KEN-M803,47441.0,-2559.0,0,325.5,rural,39.0
KEN-M804,58945.0,8945.0,1,565.1,metropolitan,35.2
KEN-M805,37228.0,-12772.0,0,282.5,rural,49.8
KEN-M806,46869.0,-3131.0,0,441.9,metropolitan,40.7
KEN-M807,53067.0,3067.0,1,561.1,metropolitan,40.0
KEN-M808,25041.0,-24959.0,0,250.5,metropolitan,42.0
KEN-M809,91447.0,41447.0,1,726.5,rural,38.2
KEN-M810,43711.0,-6289.0,0,402.2,rural,39.1
KEN-M811,46629.0,-3371.0,0,373.9,rural,47.3
KEN-M812,42932.0,-7068.0,0,268.4,secondary,35.6
KEN-M813,56504.0,6504.0,1,658.1,secondary,35.1
KEN-M814,58286.0,8286.0,1,564.8,rural,42.6
KEN-M815,44712.0,-5288.0,0,480.0,rural,37.7
KEN-M816,48352.0,-1648.0,0,359.7,rural,37.1
KEN-M817,37901.0,-12099.0,0,417.9,secondary,41.8
KEN-M818,67448.0,17448.0,1,568.2,secondary,48.1
KEN-M819,42479.0,-7521.0,0,368.2,rural,35.2
KEN-M820,54960.0,4960.0,1,653.4,rural,37.1
KEN-M821,27282.0,-22718.0,0,263.0,secondary,43.7
KEN-M822,39567.0,-10433.0,0,233.2,secondary,41.1
KEN-M823,64542.0,14542.0,1,700.1,secondary,44.1
KEN-M824,37223.0,-12777.0,0,215.4,secondary,41.0
KEN-M825,35660.0,-14340.0,0,407.3,rural,35.7
KEN-M826,42125.0,-7875.0,0,393.1,rural,35.8
KEN-M827,81082.0,31082.0,1,815.5,metropolitan,38.2
KEN-M828,68260.0,18260.0,1,555.5,secondary,50.6
KEN-M829,67459.0,17459.0,1,609.6,rural,45.4
KEN-M830,47512.0,-2488.0,0,367.8,rural,32.4
KEN-M831,41768.0,-8232.0,0,285.1,secondary,36.5
KEN-M832,41833.0,-8167.0,0,497.0,secondary,37.4
KEN-M833,67308.0,17308.0,1,413.9,rural,39.7
KEN-M834,25280.0,-24720.0,0,297.3,rural,45.0
KEN-M835,54922.0,4922.0,1,466.7,metropolitan,39.8
KEN-M836,64752.0,14752.0,1,698.8,secondary,39.1
KEN-M837,16473.0,-33527.0,0,271.1,metropolitan,45.1
KEN-M838,50462.0,462.0,1,584.7,rural,52.1
KEN-M839,56609.0,6609.0,1,491.3,secondary,48.8
KEN-M840,72196.0,22196.0,1,617.9,rural,36.4
KEN-M841,52386.0,2386.0,1,486.5,rural,35.8
KEN-M842,46131.0,-3869.0,0,395.4,metropolitan,31.5
KEN-M843,37393.0,-12607.0,0,320.1,rural,47.7
KEN-M844,43028.0,-6972.0,0,325.2,rural,41.3
KEN-M845,42330.0,-7670.0,0,367.6,metropolitan,38.2
KEN-M846,42558.0,-7442.0,0,300.6,rural,45.5
KEN-M847,36203.0,-13797.0,0,430.4,rural,43.1
KEN-M848,37052.0,-12948.0,0,327.5,secondary,41.9
KEN-M849,32399.0,-17601.0,0,301.1,metropolitan,36.6
KEN-M850,36425.0,-13575.0,0,294.8,secondary,41.9
KEN-M851,55846.0,5846.0,1,526.2,rural,40.8
KEN-M852,31095.0,-18905.0,0,290.2,metropolitan,38.9
KEN-M853,28921.0,-21079.0,0,225.0,rural,47.7
KEN-M854,40423.0,-9577.0,0,244.0,rural,33.2
KEN-M855,46601.0,-3399.0,0,375.3,rural,42.1
KEN-M856,54616.0,4616.0,1,561.6,rural,46.7
KEN-M857,53851.0,3851.0,1,485.2,secondary,38.5
KEN-M858,70617.0,20617.0,1,484.3,metropolitan,40.0
KEN-M859,83867.0,33867.0,1,701.1,secondary,50.5
KEN-M860,79168.0,29168.0,1,748.2,metropolitan,46.7
KEN-M861,40206.0,-9794.0,0,347.3,rural,38.4
KEN-M862,36955.0,-13045.0,0,331.7,rural,42.7
KEN-M863,36343.0,-13657.0,0,264.9,rural,42.9
KEN-M864,49211.0,-789.0,0,419.5,rural,39.2
KEN-M865,74208.0,24208.0,1,537.3,rural,42.2
KEN-M866,53874.0,3874.0,1,451.0,rural,36.6
KEN-M867,54874.0,4874.0,1,308.8,rural,47.0
KEN-M868,49122.0,-878.0,0,505.4,rural,47.2
KEN-M869,52643.0,2643.0,1,557.5,metropolitan,33.5
KEN-M870,54046.0,4046.0,1,457.2,metropolitan,34.9
KEN-M871,46561.0,-3439.0,0,301.1,rural,44.3
KEN-M872,55098.0,5098.0,1,641.8,metropolitan,48.2
KEN-M873,26898.0,-23102.0,0,292.9,secondary,32.4
KEN-M874,51067.0,1067.0,1,512.9,rural,38.3
KEN-M875,76435.0,26435.0,1,545.9,rural,40.7
KEN-M876,59053.0,9053.0,1,748.0,metropolitan,38.1
KEN-M877,40885.0,-9115.0,0,183.1,rural,35.2
KEN-M878,63127.0,13127.0,1,698.4,rural,43.7
KEN-M879,46323.0,-3677.0,0,564.4,secondary,36.2
KEN-M880,27177.0,-22823.0,0,320.6,rural,37.2
KEN-M881,62067.0,12067.0,1,599.5,rural,43.0
KEN-M882,57366.0,7366.0,1,597.9,secondary,36.9
KEN-M883,51827.0,1827.0,1,479.5,secondary,35.0
