cell_id,x_km,y_km,date,t,treated,dist_to_treat_km,in_spillover_ring,post,log_avg_rad
C038,1.0,3.0,2024-11-01,35,0,2.0,1,1,2.5584
C038,1.0,3.0,2024-12-01,36,0,2.0,1,1,2.5742
C039,2.0,3.0,2022-01-01,1,0,1.0,1,0,2.8484
C039,2.0,3.0,2022-02-01,2,0,1.0,1,0,2.8346
C039,2.0,3.0,2022-03-01,3,0,1.0,1,0,2.7603
C039,2.0,3.0,2022-04-01,4,0,1.0,1,0,2.7904
C039,2.0,3.0,2022-05-01,5,0,1.0,1,0,2.8463
C039,2.0,3.0,2022-06-01,6,0,1.0,1,0,2.8351
C039,2.0,3.0,2022-07-01,7,0,1.0,1,0,2.8081
C039,2.0,3.0,2022-08-01,8,0,1.0,1,0,2.8888
C039,2.0,3.0,2022-09-01,9,0,1.0,1,0,2.8176
C039,2.0,3.0,2022-10-01,10,0,1.0,1,0,2.8229
C039,2.0,3.0,2022-11-01,11,0,1.0,1,0,2.8483
C039,2.0,3.0,2022-12-01,12,0,1.0,1,0,2.866
C039,2.0,3.0,2023-01-01,13,0,1.0,1,0,2.8406
C039,2.0,3.0,2023-02-01,14,0,1.0,1,0,2.9234
C039,2.0,3.0,2023-03-01,15,0,1.0,1,0,2.8503
C039,2.0,3.0,2023-04-01,16,0,1.0,1,0,2.8417
C039,2.0,3.0,2023-05-01,17,0,1.0,1,0,2.8448
C039,2.0,3.0,2023-06-01,18,0,1.0,1,0,2.9382
C039,2.0,3.0,2023-07-01,19,0,1.0,1,0,2.9246
C039,2.0,3.0,2023-08-01,20,0,1.0,1,0,2.8403
C039,2.0,3.0,2023-09-01,21,0,1.0,1,0,2.894
C039,2.0,3.0,2023-10-01,22,0,1.0,1,0,2.8502
C039,2.0,3.0,2023-11-01,23,0,1.0,1,0,2.8902
C039,2.0,3.0,2023-12-01,24,0,1.0,1,0,2.8712
C039,2.0,3.0,2024-01-01,25,0,1.0,1,1,2.8988
C039,2.0,3.0,2024-02-01,26,0,1.0,1,1,2.9128
C039,2.0,3.0,2024-03-01,27,0,1.0,1,1,2.9667
C039,2.0,3.0,2024-04-01,28,0,1.0,1,1,2.9981
C039,2.0,3.0,2024-05-01,29,0,1.0,1,1,2.9107
C039,2.0,3.0,2024-06-01,30,0,1.0,1,1,2.8941
C039,2.0,3.0,2024-07-01,31,0,1.0,1,1,2.9473
C039,2.0,3.0,2024-08-01,32,0,1.0,1,1,2.9703
C039,2.0,3.0,2024-09-01,33,0,1.0,1,1,2.9308
C039,2.0,3.0,2024-10-01,34,0,1.0,1,1,2.9481
C039,2.0,3.0,2024-11-01,35,0,1.0,1,1,2.9697
C039,2.0,3.0,2024-12-01,36,0,1.0,1,1,2.9653
C040,3.0,3.0,2022-01-01,1,1,0.0,0,0,2.5367
C040,3.0,3.0,2022-02-01,2,1,0.0,0,0,2.5313
C040,3.0,3.0,2022-03-01,3,1,0.0,0,0,2.5022
C040,3.0,3.0,2022-04-01,4,1,0.0,0,0,2.5239
C040,3.0,3.0,2022-05-01,5,1,0.0,0,0,2.5162
C040,3.0,3.0,2022-06-01,6,1,0.0,0,0,2.6018
C040,3.0,3.0,2022-07-01,7,1,0.0,0,0,2.5348
C040,3.0,3.0,2022-08-01,8,1,0.0,0,0,2.5438
C040,3.0,3.0,2022-09-01,9,1,0.0,0,0,2.4769
C040,3.0,3.0,2022-10-01,10,1,0.0,0,0,2.54
C040,3.0,3.0,2022-11-01,11,1,0.0,0,0,2.5532
C040,3.0,3.0,2022-12-01,12,1,0.0,0,0,2.5825
C040,3.0,3.0,2023-01-01,13,1,0.0,0,0,2.5548
C040,3.0,3.0,2023-02-01,14,1,0.0,0,0,2.542
C040,3.0,3.0,2023-03-01,15,1,0.0,0,0,2.5076
C040,3.0,3.0,2023-04-01,16,1,0.0,0,0,2.5745
C040,3.0,3.0,2023-05-01,17,1,0.0,0,0,2.5804
C040,3.0,3.0,2023-06-01,18,1,0.0,0,0,2.5618
C040,3.0,3.0,2023-07-01,19,1,0.0,0,0,2.5505
C040,3.0,3.0,2023-08-01,20,1,0.0,0,0,2.5606
C040,3.0,3.0,2023-09-01,21,1,0.0,0,0,2.6264
C040,3.0,3.0,2023-10-01,22,1,0.0,0,0,2.5119
C040,3.0,3.0,2023-11-01,23,1,0.0,0,0,2.5951
C040,3.0,3.0,2023-12-01,24,1,0.0,0,0,2.5386
C040,3.0,3.0,2024-01-01,25,1,0.0,0,1,2.6736
C040,3.0,3.0,2024-02-01,26,1,0.0,0,1,2.7137
C040,3.0,3.0,2024-03-01,27,1,0.0,0,1,2.5982
C040,3.0,3.0,2024-04-01,28,1,0.0,0,1,2.6833
C040,3.0,3.0,2024-05-01,29,1,0.0,0,1,2.652
C040,3.0,3.0,2024-06-01,30,1,0.0,0,1,2.6884
C040,3.0,3.0,2024-07-01,31,1,0.0,0,1,2.6659
C040,3.0,3.0,2024-08-01,32,1,0.0,0,1,2.6726
C040,3.0,3.0,2024-09-01,33,1,0.0,0,1,2.6632
C040,3.0,3.0,2024-10-01,34,1,0.0,0,1,2.6693
C040,3.0,3.0,2024-11-01,35,1,0.0,0,1,2.6974
C040,3.0,3.0,2024-12-01,36,1,0.0,0,1,2.648
C041,4.0,3.0,2022-01-01,1,0,1.0,1,0,2.4084
C041,4.0,3.0,2022-02-01,2,0,1.0,1,0,2.4142
C041,4.0,3.0,2022-03-01,3,0,1.0,1,0,2.4583
C041,4.0,3.0,2022-04-01,4,0,1.0,1,0,2.375
C041,4.0,3.0,2022-05-01,5,0,1.0,1,0,2.4279
C041,4.0,3.0,2022-06-01,6,0,1.0,1,0,2.4445
C041,4.0,3.0,2022-07-01,7,0,1.0,1,0,2.3515
C041,4.0,3.0,2022-08-01,8,0,1.0,1,0,2.3435
C041,4.0,3.0,2022-09-01,9,0,1.0,1,0,2.3829
C041,4.0,3.0,2022-10-01,10,0,1.0,1,0,2.471
C041,4.0,3.0,2022-11-01,11,0,1.0,1,0,2.4147
C041,4.0,3.0,2022-12-01,12,0,1.0,1,0,2.4195
C041,4.0,3.0,2023-01-01,13,0,1.0,1,0,2.4303
C041,4.0,3.0,2023-02-01,14,0,1.0,1,0,2.4471
C041,4.0,3.0,2023-03-01,15,0,1.0,1,0,2.4382
C041,4.0,3.0,2023-04-01,16,0,1.0,1,0,2.4653
C041,4.0,3.0,2023-05-01,17,0,1.0,1,0,2.4271
C041,4.0,3.0,2023-06-01,18,0,1.0,1,0,2.4147
C041,4.0,3.0,2023-07-01,19,0,1.0,1,0,2.4565
C041,4.0,3.0,2023-08-01,20,0,1.0,1,0,2.4523
C041,4.0,3.0,2023-09-01,21,0,1.0,1,0,2.4704
C041,4.0,3.0,2023-10-01,22,0,1.0,1,0,2.4321
C041,4.0,3.0,2023-11-01,23,0,1.0,1,0,2.4283
C041,4.0,3.0,2023-12-01,24,0,1.0,1,0,2.4528
C041,4.0,3.0,2024-01-01,25,0,1.0,1,1,2.5099
C041,4.0,3.0,2024-02-01,26,0,1.0,1,1,2.4623
C041,4.0,3.0,2024-03-01,27,0,1.0,1,1,2.504
C041,4.0,3.0,2024-04-01,28,0,1.0,1,1,2.5055
C041,4.0,3.0,2024-05-01,29,0,1.0,1,1,2.4577
C041,4.0,3.0,2024-06-01,30,0,1.0,1,1,2.5189
C041,4.0,3.0,2024-07-01,31,0,1.0,1,1,2.5089
C041,4.0,3.0,2024-08-01,32,0,1.0,1,1,2.5295
C041,4.0,3.0,2024-09-01,33,0,1.0,1,1,2.4986
C041,4.0,3.0,2024-10-01,34,0,1.0,1,1,2.5325
C041,4.0,3.0,2024-11-01,35,0,1.0,1,1,2.5023
C041,4.0,3.0,2024-12-01,36,0,1.0,1,1,2.5191
C042,5.0,3.0,2022-01-01,1,0,2.0,1,0,2.0842
C042,5.0,3.0,2022-02-01,2,0,2.0,1,0,2.0446
C042,5.0,3.0,2022-03-01,3,0,2.0,1,0,2.0615
C042,5.0,3.0,2022-04-01,4,0,2.0,1,0,2.0855
C042,5.0,3.0,2022-05-01,5,0,2.0,1,0,2.0483
C042,5.0,3.0,2022-06-01,6,0,2.0,1,0,2.0322
C042,5.0,3.0,2022-07-01,7,0,2.0,1,0,2.1085
C042,5.0,3.0,2022-08-01,8,0,2.0,1,0,2.0832
C042,5.0,3.0,2022-09-01,9,0,2.0,1,0,2.0733
C042,5.0,3.0,2022-10-01,10,0,2.0,1,0,2.1134
C042,5.0,3.0,2022-11-01,11,0,2.0,1,0,2.0882
C042,5.0,3.0,2022-12-01,12,0,2.0,1,0,2.0771
C042,5.0,3.0,2023-01-01,13,0,2.0,1,0,2.0906
C042,5.0,3.0,2023-02-01,14,0,2.0,1,0,2.0526
C042,5.0,3.0,2023-03-01,15,0,2.0,1,0,2.146
C042,5.0,3.0,2023-04-01,16,0,2.0,1,0,2.1095
C042,5.0,3.0,2023-05-01,17,0,2.0,1,0,2.0903
C042,5.0,3.0,2023-06-01,18,0,2.0,1,0,2.0701
C042,5.0,3.0,2023-07-01,19,0,2.0,1,0,2.1444
C042,5.0,3.0,2023-08-01,20,0,2.0,1,0,2.154
C042,5.0,3.0,2023-09-01,21,0,2.0,1,0,2.1607
C042,5.0,3.0,2023-10-01,22,0,2.0,1,0,2.1354
C042,5.0,3.0,2023-11-01,23,0,2.0,1,0,2.0964
C042,5.0,3.0,2023-12-01,24,0,2.0,1,0,2.0888
C042,5.0,3.0,2024-01-01,25,0,2.0,1,1,2.1327
C042,5.0,3.0,2024-02-01,26,0,2.0,1,1,2.1806
C042,5.0,3.0,2024-03-01,27,0,2.0,1,1,2.1538
C042,5.0,3.0,2024-04-01,28,0,2.0,1,1,2.1938
C042,5.0,3.0,2024-05-01,29,0,2.0,1,1,2.1709
C042,5.0,3.0,2024-06-01,30,0,2.0,1,1,2.1719
C042,5.0,3.0,2024-07-01,31,0,2.0,1,1,2.158
C042,5.0,3.0,2024-08-01,32,0,2.0,1,1,2.157
C042,5.0,3.0,2024-09-01,33,0,2.0,1,1,2.1922
C042,5.0,3.0,2024-10-01,34,0,2.0,1,1,2.1917
C042,5.0,3.0,2024-11-01,35,0,2.0,1,1,2.1296
C042,5.0,3.0,2024-12-01,36,0,2.0,1,1,2.189
C043,6.0,3.0,2022-01-01,1,0,2.236,0,0,2.514
C043,6.0,3.0,2022-02-01,2,0,2.236,0,0,2.4965
C043,6.0,3.0,2022-03-01,3,0,2.236,0,0,2.5601
C043,6.0,3.0,2022-04-01,4,0,2.236,0,0,2.515
C043,6.0,3.0,2022-05-01,5,0,2.236,0,0,2.4966
C043,6.0,3.0,2022-06-01,6,0,2.236,0,0,2.5505
C043,6.0,3.0,2022-07-01,7,0,2.236,0,0,2.5374
C043,6.0,3.0,2022-08-01,8,0,2.236,0,0,2.569
C043,6.0,3.0,2022-09-01,9,0,2.236,0,0,2.519
C043,6.0,3.0,2022-10-01,10,0,2.236,0,0,2.5047
C043,6.0,3.0,2022-11-01,11,0,2.236,0,0,2.5508
C043,6.0,3.0,2022-12-01,12,0,2.236,0,0,2.5368
C043,6.0,3.0,2023-01-01,13,0,2.236,0,0,2.5916
C043,6.0,3.0,2023-02-01,14,0,2.236,0,0,2.5825
C043,6.0,3.0,2023-03-01,15,0,2.236,0,0,2.5751
C043,6.0,3.0,2023-04-01,16,0,2.236,0,0,2.557
C043,6.0,3.0,2023-05-01,17,0,2.236,0,0,2.5883
C043,6.0,3.0,2023-06-01,18,0,2.236,0,0,2.5163
C043,6.0,3.0,2023-07-01,19,0,2.236,0,0,2.5421
C043,6.0,3.0,2023-08-01,20,0,2.236,0,0,2.6239
C043,6.0,3.0,2023-09-01,21,0,2.236,0,0,2.5882
C043,6.0,3.0,2023-10-01,22,0,2.236,0,0,2.5644
C043,6.0,3.0,2023-11-01,23,0,2.236,0,0,2.4979
C043,6.0,3.0,2023-12-01,24,0,2.236,0,0,2.5663
C043,6.0,3.0,2024-01-01,25,0,2.236,0,1,2.5721
C043,6.0,3.0,2024-02-01,26,0,2.236,0,1,2.583
C043,6.0,3.0,2024-03-01,27,0,2.236,0,1,2.5978
C043,6.0,3.0,2024-04-01,28,0,2.236,0,1,2.587
C043,6.0,3.0,2024-05-01,29,0,2.236,0,1,2.5746
C043,6.0,3.0,2024-06-01,30,0,2.236,0,1,2.5977
C043,6.0,3.0,2024-07-01,31,0,2.236,0,1,2.6119
C043,6.0,3.0,2024-08-01,32,0,2.236,0,1,2.5884
C043,6.0,3.0,2024-09-01,33,0,2.236,0,1,2.608
C043,6.0,3.0,2024-10-01,34,0,2.236,0,1,2.6369
C043,6.0,3.0,2024-11-01,35,0,2.236,0,1,2.6214
C043,6.0,3.0,2024-12-01,36,0,2.236,0,1,2.6128
C044,7.0,3.0,2022-01-01,1,0,1.414,1,0,2.5359
C044,7.0,3.0,2022-02-01,2,0,1.414,1,0,2.5078
C044,7.0,3.0,2022-03-01,3,0,1.414,1,0,2.5419
C044,7.0,3.0,2022-04-01,4,0,1.414,1,0,2.477
C044,7.0,3.0,2022-05-01,5,0,1.414,1,0,2.5186
C044,7.0,3.0,2022-06-01,6,0,1.414,1,0,2.4898
C044,7.0,3.0,2022-07-01,7,0,1.414,1,0,2.5542
C044,7.0,3.0,2022-08-01,8,0,1.414,1,0,2.5236
C044,7.0,3.0,2022-09-01,9,0,1.414,1,0,2.554
C044,7.0,3.0,2022-10-01,10,0,1.414,1,0,2.5833
C044,7.0,3.0,2022-11-01,11,0,1.414,1,0,2.5353
C044,7.0,3.0,2022-12-01,12,0,1.414,1,0,2.5626
C044,7.0,3.0,2023-01-01,13,0,1.414,1,0,2.5416
C044,7.0,3.0,2023-02-01,14,0,1.414,1,0,2.4849
C044,7.0,3.0,2023-03-01,15,0,1.414,1,0,2.5746
C044,7.0,3.0,2023-04-01,16,0,1.414,1,0,2.5799
C044,7.0,3.0,2023-05-01,17,0,1.414,1,0,2.5295
C044,7.0,3.0,2023-06-01,18,0,1.414,1,0,2.4912
C044,7.0,3.0,2023-07-01,19,0,1.414,1,0,2.5407
C044,7.0,3.0,2023-08-01,20,0,1.414,1,0,2.5126
C044,7.0,3.0,2023-09-01,21,0,1.414,1,0,2.5521
C044,7.0,3.0,2023-10-01,22,0,1.414,1,0,2.5686
C044,7.0,3.0,2023-11-01,23,0,1.414,1,0,2.527
C044,7.0,3.0,2023-12-01,24,0,1.414,1,0,2.573
C044,7.0,3.0,2024-01-01,25,0,1.414,1,1,2.5618
C044,7.0,3.0,2024-02-01,26,0,1.414,1,1,2.5921
C044,7.0,3.0,2024-03-01,27,0,1.414,1,1,2.5208
C044,7.0,3.0,2024-04-01,28,0,1.414,1,1,2.5919
C044,7.0,3.0,2024-05-01,29,0,1.414,1,1,2.5795
C044,7.0,3.0,2024-06-01,30,0,1.414,1,1,2.5597
C044,7.0,3.0,2024-07-01,31,0,1.414,1,1,2.5436
C044,7.0,3.0,2024-08-01,32,0,1.414,1,1,2.616
C044,7.0,3.0,2024-09-01,33,0,1.414,1,1,2.6153
C044,7.0,3.0,2024-10-01,34,0,1.414,1,1,2.5816
C044,7.0,3.0,2024-11-01,35,0,1.414,1,1,2.6178
C044,7.0,3.0,2024-12-01,36,0,1.414,1,1,2.6842
C045,8.0,3.0,2022-01-01,1,0,1.0,1,0,2.2911
C045,8.0,3.0,2022-02-01,2,0,1.0,1,0,2.2761
C045,8.0,3.0,2022-03-01,3,0,1.0,1,0,2.327
C045,8.0,3.0,2022-04-01,4,0,1.0,1,0,2.3556
C045,8.0,3.0,2022-05-01,5,0,1.0,1,0,2.2773
C045,8.0,3.0,2022-06-01,6,0,1.0,1,0,2.2406
C045,8.0,3.0,2022-07-01,7,0,1.0,1,0,2.3011
C045,8.0,3.0,2022-08-01,8,0,1.0,1,0,2.3169
C045,8.0,3.0,2022-09-01,9,0,1.0,1,0,2.3361
C045,8.0,3.0,2022-10-01,10,0,1.0,1,0,2.3124
C045,8.0,3.0,2022-11-01,11,0,1.0,1,0,2.3439
C045,8.0,3.0,2022-12-01,12,0,1.0,1,0,2.3131
C045,8.0,3.0,2023-01-01,13,0,1.0,1,0,2.3298
C045,8.0,3.0,2023-02-01,14,0,1.0,1,0,2.3465
C045,8.0,3.0,2023-03-01,15,0,1.0,1,0,2.3406
C045,8.0,3.0,2023-04-01,16,0,1.0,1,0,2.3736
C045,8.0,3.0,2023-05-01,17,0,1.0,1,0,2.3618
C045,8.0,3.0,2023-06-01,18,0,1.0,1,0,2.3625
C045,8.0,3.0,2023-07-01,19,0,1.0,1,0,2.3138
C045,8.0,3.0,2023-08-01,20,0,1.0,1,0,2.3193
C045,8.0,3.0,2023-09-01,21,0,1.0,1,0,2.2927
C045,8.0,3.0,2023-10-01,22,0,1.0,1,0,2.3088
C045,8.0,3.0,2023-11-01,23,0,1.0,1,0,2.4148
C045,8.0,3.0,2023-12-01,24,0,1.0,1,0,2.3531
C045,8.0,3.0,2024-01-01,25,0,1.0,1,1,2.3835
C045,8.0,3.0,2024-02-01,26,0,1.0,1,1,2.405
C045,8.0,3.0,2024-03-01,27,0,1.0,1,1,2.4336
C045,8.0,3.0,2024-04-01,28,0,1.0,1,1,2.4093
C045,8.0,3.0,2024-05-01,29,0,1.0,1,1,2.425
C045,8.0,3.0,2024-06-01,30,0,1.0,1,1,2.4303
C045,8.0,3.0,2024-07-01,31,0,1.0,1,1,2.4464
C045,8.0,3.0,2024-08-01,32,0,1.0,1,1,2.4668
C045,8.0,3.0,2024-09-01,33,0,1.0,1,1,2.3884
C045,8.0,3.0,2024-10-01,34,0,1.0,1,1,2.4477
C045,8.0,3.0,2024-11-01,35,0,1.0,1,1,2.4892
C045,8.0,3.0,2024-12-01,36,0,1.0,1,1,2.4044
C046,9.0,3.0,2022-01-01,1,0,1.414,1,0,2.1761
C046,9.0,3.0,2022-02-01,2,0,1.414,1,0,2.1473
C046,9.0,3.0,2022-03-01,3,0,1.414,1,0,2.1028
C046,9.0,3.0,2022-04-01,4,0,1.414,1,0,2.1683
C046,9.0,3.0,2022-05-01,5,0,1.414,1,0,2.0905
C046,9.0,3.0,2022-06-01,6,0,1.414,1,0,2.2122
C046,9.0,3.0,2022-07-01,7,0,1.414,1,0,2.1634
C046,9.0,3.0,2022-08-01,8,0,1.414,1,0,2.2018
C046,9.0,3.0,2022-09-01,9,0,1.414,1,0,2.1576
C046,9.0,3.0,2022-10-01,10,0,1.414,1,0,2.2006
C046,9.0,3.0,2022-11-01,11,0,1.414,1,0,2.1721
C046,9.0,3.0,2022-12-01,12,0,1.414,1,0,2.167
C046,9.0,3.0,2023-01-01,13,0,1.414,1,0,2.2112
C046,9.0,3.0,2023-02-01,14,0,1.414,1,0,2.214
C046,9.0,3.0,2023-03-01,15,0,1.414,1,0,2.152
C046,9.0,3.0,2023-04-01,16,0,1.414,1,0,2.1836
C046,9.0,3.0,2023-05-01,17,0,1.414,1,0,2.1496
C046,9.0,3.0,2023-06-01,18,0,1.414,1,0,2.1832
C046,9.0,3.0,2023-07-01,19,0,1.414,1,0,2.1908
C046,9.0,3.0,2023-08-01,20,0,1.414,1,0,2.2134
C046,9.0,3.0,2023-09-01,21,0,1.414,1,0,2.1894
C046,9.0,3.0,2023-10-01,22,0,1.414,1,0,2.1773
C046,9.0,3.0,2023-11-01,23,0,1.414,1,0,2.2483
C046,9.0,3.0,2023-12-01,24,0,1.414,1,0,2.1841
C046,9.0,3.0,2024-01-01,25,0,1.414,1,1,2.2201
C046,9.0,3.0,2024-02-01,26,0,1.414,1,1,2.2126
C046,9.0,3.0,2024-03-01,27,0,1.414,1,1,2.255
C046,9.0,3.0,2024-04-01,28,0,1.414,1,1,2.1972
C046,9.0,3.0,2024-05-01,29,0,1.414,1,1,2.2336
C046,9.0,3.0,2024-06-01,30,0,1.414,1,1,2.2349
C046,9.0,3.0,2024-07-01,31,0,1.414,1,1,2.2777
C046,9.0,3.0,2024-08-01,32,0,1.414,1,1,2.281
C046,9.0,3.0,2024-09-01,33,0,1.414,1,1,2.3045
C046,9.0,3.0,2024-10-01,34,0,1.414,1,1,2.3076
C046,9.0,3.0,2024-11-01,35,0,1.414,1,1,2.2833
C046,9.0,3.0,2024-12-01,36,0,1.414,1,1,2.2298
C047,10.0,3.0,2022-01-01,1,0,2.236,0,0,2.4258
C047,10.0,3.0,2022-02-01,2,0,2.236,0,0,2.4234
C047,10.0,3.0,2022-03-01,3,0,2.236,0,0,2.4358
C047,10.0,3.0,2022-04-01,4,0,2.236,0,0,2.4842
C047,10.0,3.0,2022-05-01,5,0,2.236,0,0,2.4157
C047,10.0,3.0,2022-06-01,6,0,2.236,0,0,2.4281
C047,10.0,3.0,2022-07-01,7,0,2.236,0,0,2.4797
C047,10.0,3.0,2022-08-01,8,0,2.236,0,0,2.4152
C047,10.0,3.0,2022-09-01,9,0,2.236,0,0,2.4646
C047,10.0,3.0,2022-10-01,10,0,2.236,0,0,2.4945
C047,10.0,3.0,2022-11-01,11,0,2.236,0,0,2.4438
C047,10.0,3.0,2022-12-01,12,0,2.236,0,0,2.4518
C047,10.0,3.0,2023-01-01,13,0,2.236,0,0,2.4841
C047,10.0,3.0,2023-02-01,14,0,2.236,0,0,2.4699
C047,10.0,3.0,2023-03-01,15,0,2.236,0,0,2.479
C047,10.0,3.0,2023-04-01,16,0,2.236,0,0,2.4764
C047,10.0,3.0,2023-05-01,17,0,2.236,0,0,2.4697
C047,10.0,3.0,2023-06-01,18,0,2.236,0,0,2.4238
C047,10.0,3.0,2023-07-01,19,0,2.236,0,0,2.4351
C047,10.0,3.0,2023-08-01,20,0,2.236,0,0,2.4695
C047,10.0,3.0,2023-09-01,21,0,2.236,0,0,2.4876
C047,10.0,3.0,2023-10-01,22,0,2.236,0,0,2.5358
C047,10.0,3.0,2023-11-01,23,0,2.236,0,0,2.5187
C047,10.0,3.0,2023-12-01,24,0,2.236,0,0,2.4683
C047,10.0,3.0,2024-01-01,25,0,2.236,0,1,2.5049
C047,10.0,3.0,2024-02-01,26,0,2.236,0,1,2.5177
C047,10.0,3.0,2024-03-01,27,0,2.236,0,1,2.4886
C047,10.0,3.0,2024-04-01,28,0,2.236,0,1,2.4791
C047,10.0,3.0,2024-05-01,29,0,2.236,0,1,2.5131
C047,10.0,3.0,2024-06-01,30,0,2.236,0,1,2.5165
C047,10.0,3.0,2024-07-01,31,0,2.236,0,1,2.5422
C047,10.0,3.0,2024-08-01,32,0,2.236,0,1,2.5368
C047,10.0,3.0,2024-09-01,33,0,2.236,0,1,2.5552
C047,10.0,3.0,2024-10-01,34,0,2.236,0,1,2.5604
C047,10.0,3.0,2024-11-01,35,0,2.236,0,1,2.5446
C047,10.0,3.0,2024-12-01,36,0,2.236,0,1,2.4858
C048,11.0,3.0,2022-01-01,1,0,3.162,0,0,2.4821
C048,11.0,3.0,2022-02-01,2,0,3.162,0,0,2.5218
C048,11.0,3.0,2022-03-01,3,0,3.162,0,0,2.4418
C048,11.0,3.0,2022-04-01,4,0,3.162,0,0,2.4609
C048,11.0,3.0,2022-05-01,5,0,3.162,0,0,2.5634
C048,11.0,3.0,2022-06-01,6,0,3.162,0,0,2.4672
C048,11.0,3.0,2022-07-01,7,0,3.162,0,0,2.4627
C048,11.0,3.0,2022-08-01,8,0,3.162,0,0,2.5138
C048,11.0,3.0,2022-09-01,9,0,3.162,0,0,2.4732
C048,11.0,3.0,2022-10-01,10,0,3.162,0,0,2.4503
C048,11.0,3.0,2022-11-01,11,0,3.162,0,0,2.506
C048,11.0,3.0,2022-12-01,12,0,3.162,0,0,2.5101
C048,11.0,3.0,2023-01-01,13,0,3.162,0,0,2.4693
C048,11.0,3.0,2023-02-01,14,0,3.162,0,0,2.445
C048,11.0,3.0,2023-03-01,15,0,3.162,0,0,2.5566
C048,11.0,3.0,2023-04-01,16,0,3.162,0,0,2.5337
C048,11.0,3.0,2023-05-01,17,0,3.162,0,0,2.5289
C048,11.0,3.0,2023-06-01,18,0,3.162,0,0,2.5176
C048,11.0,3.0,2023-07-01,19,0,3.162,0,0,2.5064
C048,11.0,3.0,2023-08-01,20,0,3.162,0,0,2.5218
C048,11.0,3.0,2023-09-01,21,0,3.162,0,0,2.5487
C048,11.0,3.0,2023-10-01,22,0,3.162,0,0,2.5518
C048,11.0,3.0,2023-11-01,23,0,3.162,0,0,2.4953
C048,11.0,3.0,2023-12-01,24,0,3.162,0,0,2.5494
C048,11.0,3.0,2024-01-01,25,0,3.162,0,1,2.5378
C048,11.0,3.0,2024-02-01,26,0,3.162,0,1,2.5593
C048,11.0,3.0,2024-03-01,27,0,3.162,0,1,2.5503
C048,11.0,3.0,2024-04-01,28,0,3.162,0,1,2.5888
C048,11.0,3.0,2024-05-01,29,0,3.162,0,1,2.5439
C048,11.0,3.0,2024-06-01,30,0,3.162,0,1,2.5649
C048,11.0,3.0,2024-07-01,31,0,3.162,0,1,2.5388
C048,11.0,3.0,2024-08-01,32,0,3.162,0,1,2.5674
C048,11.0,3.0,2024-09-01,33,0,3.162,0,1,2.5292
C048,11.0,3.0,2024-10-01,34,0,3.162,0,1,2.5901
C048,11.0,3.0,2024-11-01,35,0,3.162,0,1,2.5548
C048,11.0,3.0,2024-12-01,36,0,3.162,0,1,2.5892
C049,0.0,4.0,2022-01-01,1,0,3.162,0,0,2.3018
C049,0.0,4.0,2022-02-01,2,0,3.162,0,0,2.3535
C049,0.0,4.0,2022-03-01,3,0,3.162,0,0,2.3645
C049,0.0,4.0,2022-04-01,4,0,3.162,0,0,2.3163
C049,0.0,4.0,2022-05-01,5,0,3.162,0,0,2.3163
C049,0.0,4.0,2022-06-01,6,0,3.162,0,0,2.3364
C049,0.0,4.0,2022-07-01,7,0,3.162,0,0,2.3626
C049,0.0,4.0,2022-08-01,8,0,3.162,0,0,2.3339
C049,0.0,4.0,2022-09-01,9,0,3.162,0,0,2.3776
C049,0.0,4.0,2022-10-01,10,0,3.162,0,0,2.3894
C049,0.0,4.0,2022-11-01,11,0,3.162,0,0,2.4158
C049,0.0,4.0,2022-12-01,12,0,3.162,0,0,2.3787
C049,0.0,4.0,2023-01-01,13,0,3.162,0,0,2.3581
C049,0.0,4.0,2023-02-01,14,0,3.162,0,0,2.3808
C049,0.0,4.0,2023-03-01,15,0,3.162,0,0,2.3501
C049,0.0,4.0,2023-04-01,16,0,3.162,0,0,2.3828
C049,0.0,4.0,2023-05-01,17,0,3.162,0,0,2.3652
C049,0.0,4.0,2023-06-01,18,0,3.162,0,0,2.3976
C049,0.0,4.0,2023-07-01,19,0,3.162,0,0,2.3599
C049,0.0,4.0,2023-08-01,20,0,3.162,0,0,2.3686
C049,0.0,4.0,2023-09-01,21,0,3.162,0,0,2.3716
C049,0.0,4.0,2023-10-01,22,0,3.162,0,0,2.3708
C049,0.0,4.0,2023-11-01,23,0,3.162,0,0,2.4395
C049,0.0,4.0,2023-12-01,24,0,3.162,0,0,2.3867
C049,0.0,4.0,2024-01-01,25,0,3.162,0,1,2.4623
C049,0.0,4.0,2024-02-01,26,0,3.162,0,1,2.4074
C049,0.0,4.0,2024-03-01,27,0,3.162,0,1,2.3435
C049,0.0,4.0,2024-04-01,28,0,3.162,0,1,2.3775
C049,0.0,4.0,2024-05-01,29,0,3.162,0,1,2.392
C049,0.0,4.0,2024-06-01,30,0,3.162,0,1,2.4416
C049,0.0,4.0,2024-07-01,31,0,3.162,0,1,2.4695
C049,0.0,4.0,2024-08-01,32,0,3.162,0,1,2.4472
C049,0.0,4.0,2024-09-01,33,0,3.162,0,1,2.4591
C049,0.0,4.0,2024-10-01,34,0,3.162,0,1,2.4154
C049,0.0,4.0,2024-11-01,35,0,3.162,0,1,2.3951
C049,0.0,4.0,2024-12-01,36,0,3.162,0,1,2.4201
C050,1.0,4.0,2022-01-01,1,0,2.236,0,0,2.7954
